"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.028106,7.317e-37,0.0976,-0.010528,1,0.168,-2.2,0,-1.832
0.028868,3.7215e-37,0.098118,-0.010565,1,0.172,-2.2,0,-1.828
0.029631,1.5138e-36,0.098635,-0.010601,1,0.176,-2.2,0,-1.824
0.030328,0,0.098655,-0.010574,1,0.18,-2.2,0,-1.82
0.030942,0,0.09804,-0.010468,1,0.184,-2.2,0,-1.816
0.031556,7.8293e-37,0.097425,-0.010361,1,0.188,-2.2,0,-1.812
0.03217,0,0.09681,-0.010255,1,0.192,-2.2,0,-1.808
0.032785,0,0.096195,-0.010148,1,0.196,-2.2,0,-1.804
0.033399,0,0.09558,-0.010042,1,0.2,-2.2,0,-1.8
0.034013,-4.0704e-37,0.094965,-0.0099355,1,0.204,-2.2,0,-1.796
0.034627,-2.4667e-21,0.09435,-0.009829,1,0.208,-2.2,0,-1.792
0.035241,-1.7794e-21,0.093735,-0.0097226,1,0.212,-2.2,0,-1.788
0.035856,-1.064e-21,0.093119,-0.0096161,1,0.216,-2.2,0,-1.784
0.03647,-3.2028e-22,0.092504,-0.0095097,1,0.22,-2.2,0,-1.78
0.037084,4.5196e-22,0.091889,-0.0094032,1,0.224,-2.2,0,-1.776
0.037698,1.2535e-21,0.091274,-0.0092967,1,0.228,-2.2,0,-1.772
0.038313,2.0849e-21,0.090659,-0.0091903,1,0.232,-2.2,0,-1.768
0.038927,2.9463e-21,0.090044,-0.0090838,1,0.236,-2.2,0,-1.764
0.039541,8.8419e-37,0.089429,-0.0089774,1,0.24,-2.2,0,-1.76
0.040155,-8.9198e-37,0.088814,-0.0088709,1,0.244,-2.2,0,-1.756
0.040769,8.9977e-37,0.088199,-0.0087644,1,0.248,-2.2,0,-1.752
0.041384,-9.0756e-37,0.087584,-0.008658,1,0.252,-2.2,0,-1.748
0.041998,-9.1535e-37,0.086968,-0.0085515,1,0.256,-2.2,0,-1.744
0.042612,1.8463e-36,0.086353,-0.008445,1,0.26,-2.2,0,-1.74
0.043226,1.8619e-36,0.085738,-0.0083386,1,0.264,-2.2,0,-1.736
0.043823,0,0.085203,-0.008249,1,0.268,-2.2,0,-1.732
0.044326,0,0.085077,-0.008246,1,0.272,-2.2,0,-1.728
0.044829,0,0.084951,-0.008243,1,0.276,-2.2,0,-1.724
0.045332,0,0.084826,-0.0082401,1,0.28,-2.2,0,-1.72
0.045836,9.7633e-37,0.0847,-0.0082371,1,0.284,-2.2,0,-1.716
0.046339,1.9713e-36,0.084574,-0.0082342,1,0.288,-2.2,0,-1.712
0.046842,-6.7482e-21,0.084448,-0.0082312,1,0.292,-2.2,0,-1.708
0.047345,-5.5623e-21,0.084323,-0.0082282,1,0.296,-2.2,0,-1.704
0.047849,-4.2604e-21,0.084197,-0.0082253,1,0.3,-2.2,0,-1.7
0.048352,-2.8393e-21,0.084071,-0.0082223,1,0.304,-2.2,0,-1.696
0.048855,-1.2966e-21,0.083945,-0.0082193,1,0.308,-2.2,0,-1.692
0.049358,3.7124e-22,0.08382,-0.0082164,1,0.312,-2.2,0,-1.688
0.049862,2.1677e-21,0.083694,-0.0082134,1,0.316,-2.2,0,-1.684
0.050365,4.0955e-21,0.083568,-0.0082105,1,0.32,-2.2,0,-1.68
0.050868,6.1582e-21,0.083442,-0.0082075,1,0.324,-2.2,0,-1.676
0.051371,8.3584e-21,0.083317,-0.0082045,1,0.328,-2.2,0,-1.672
0.051875,2.1768e-36,0.083191,-0.0082016,1,0.332,-2.2,0,-1.668
0.052378,0,0.083065,-0.0081986,1,0.336,-2.2,0,-1.664
0.052881,2.2141e-36,0.082939,-0.0081956,1,0.34,-2.2,0,-1.66
0.053384,4.4656e-36,0.082813,-0.0081927,1,0.344,-2.2,0,-1.656
0.053888,0,0.082688,-0.0081897,1,0.348,-2.2,0,-1.652
0.054391,0,0.082562,-0.0081867,1,0.352,-2.2,0,-1.648
0.054894,0,0.082436,-0.0081838,1,0.356,-2.2,0,-1.644
0.055391,-2.3099e-36,0.082524,-0.0082204,1,0.36,-2.2,0,-1.64
0.055888,2.3312e-36,0.08264,-0.0082621,1,0.364,-2.2,0,-1.636
0.056384,0,0.082755,-0.0083037,1,0.368,-2.2,0,-1.632
0.05688,2.3738e-36,0.08287,-0.0083454,1,0.372,-2.2,0,-1.628
0.057376,0,0.082985,-0.008387,1,0.376,-2.2,0,-1.624
0.057873,-1.0818e-20,0.0831,-0.0084287,1,0.38,-2.2,0,-1.62
0.058369,-9.6746e-21,0.083215,-0.0084703,1,0.384,-2.2,0,-1.616
0.058865,-8.1548e-21,0.08333,-0.0085119,1,0.388,-2.2,0,-1.612
0.059362,-6.2486e-21,0.083445,-0.0085536,1,0.392,-2.2,0,-1.608
0.059858,-3.9455e-21,0.08356,-0.0085952,1,0.396,-2.2,0,-1.604
0.060354,-1.2358e-21,0.083675,-0.0086369,1,0.4,-2.2,0,-1.6
0.06085,1.8907e-21,0.08379,-0.0086785,1,0.404,-2.2,0,-1.596
0.061347,5.4439e-21,0.083905,-0.0087202,1,0.408,-2.2,0,-1.592
0.061843,9.4347e-21,0.08402,-0.0087618,1,0.412,-2.2,0,-1.588
0.062339,1.3872e-20,0.084136,-0.0088034,1,0.416,-2.2,0,-1.584
0.062836,1.8768e-20,0.084251,-0.0088451,1,0.42,-2.2,0,-1.58
0.063332,2.4132e-20,0.084366,-0.0088867,1,0.424,-2.2,0,-1.576
0.063828,-5.3442e-36,0.084481,-0.0089284,1,0.428,-2.2,0,-1.572
0.064325,5.3868e-36,0.084596,-0.00897,1,0.432,-2.2,0,-1.568
0.064821,1.0859e-35,0.084711,-0.0090117,1,0.436,-2.2,0,-1.564
0.065317,1.0944e-35,0.084826,-0.0090533,1,0.44,-2.2,0,-1.56
0.065813,-1.1029e-35,0.084941,-0.009095,1,0.444,-2.2,0,-1.556
0.066305,1.3895e-36,0.084993,-0.0091256,1,0.448,-2.2,0,-1.552
0.066793,-3.501e-37,0.085006,-0.0091493,1,0.452,-2.2,0,-1.548
0.067281,7.0566e-37,0.085019,-0.0091731,1,0.456,-2.2,0,-1.544
0.06777,-7.3038e-21,0.085031,-0.0091969,1,0.46,-2.2,0,-1.54
0.068258,-1.0114e-20,0.085044,-0.0092206,1,0.464,-2.2,0,-1.536
0.068746,-1.19e-20,0.085057,-0.0092444,1,0.468,-2.2,0,-1.532
0.069235,-1.2632e-20,0.085069,-0.0092681,1,0.472,-2.2,0,-1.528
0.069723,-1.2282e-20,0.085082,-0.0092919,1,0.476,-2.2,0,-1.524
0.070211,-1.0819e-20,0.085095,-0.0093156,1,0.48,-2.2,0,-1.52
0.0707,-8.2155e-21,0.085108,-0.0093394,1,0.484,-2.2,0,-1.516
0.071188,-4.4399e-21,0.08512,-0.0093631,1,0.488,-2.2,0,-1.512
0.071677,5.359e-22,0.085133,-0.0093869,1,0.492,-2.2,0,-1.508
0.072165,6.7435e-21,0.085146,-0.0094106,1,0.496,-2.2,0,-1.504
0.072653,1.4212e-20,0.085158,-0.0094344,1,0.5,-2.2,0,-1.5
0.073142,2.2972e-20,0.085171,-0.0094582,1,0.504,-2.2,0,-1.496
0.07363,3.3054e-20,0.085184,-0.0094819,1,0.508,-2.2,0,-1.492
0.074118,4.4489e-20,0.085197,-0.0095057,1,0.512,-2.2,0,-1.488
0.074607,5.7306e-20,0.085209,-0.0095294,1,0.516,-2.2,0,-1.484
0.075095,7.1538e-20,0.085222,-0.0095532,1,0.52,-2.2,0,-1.48
0.075583,8.7216e-20,0.085235,-0.0095769,1,0.524,-2.2,0,-1.476
0.076072,-3.8587e-35,0.085248,-0.0096007,1,0.528,-2.2,0,-1.472
0.07656,2.5899e-35,0.08526,-0.0096245,1,0.532,-2.2,0,-1.468
0.077037,-6.5184e-36,0.085257,-0.0096459,1,0.536,-2.2,0,-1.464
0.077491,3.8633e-20,0.085222,-0.0096629,1,0.54,-2.2,0,-1.46
0.077945,2.6119e-20,0.085187,-0.00968,1,0.544,-2.2,0,-1.456
0.078399,1.535e-20,0.085153,-0.009697,1,0.548,-2.2,0,-1.452
0.078852,6.3539e-21,0.085118,-0.009714,1,0.552,-2.2,0,-1.448
0.079306,-8.3661e-22,0.085083,-0.009731,1,0.556,-2.2,0,-1.444
0.07976,-6.191e-21,0.085049,-0.0097481,1,0.56,-2.2,0,-1.44
0.080214,-9.6787e-21,0.085014,-0.0097651,1,0.564,-2.2,0,-1.436
0.080668,-1.1268e-20,0.08498,-0.0097821,1,0.568,-2.2,0,-1.432
0.081122,-1.093e-20,0.084945,-0.0097992,1,0.572,-2.2,0,-1.428
0.081576,-8.6337e-21,0.08491,-0.0098162,1,0.576,-2.2,0,-1.424
0.08203,-4.3479e-21,0.084876,-0.0098332,1,0.58,-2.2,0,-1.42
0.082484,1.9565e-21,0.084841,-0.0098503,1,0.584,-2.2,0,-1.416
0.082938,1.031e-20,0.084806,-0.0098673,1,0.588,-2.2,0,-1.412
0.083392,2.0741e-20,0.084772,-0.0098843,1,0.592,-2.2,0,-1.408
0.083846,3.328e-20,0.084737,-0.0099014,1,0.596,-2.2,0,-1.404
0.0843,4.7957e-20,0.084702,-0.0099184,1,0.6,-2.2,0,-1.4
0.084754,6.4802e-20,0.084668,-0.0099354,1,0.604,-2.2,0,-1.396
0.085208,8.3843e-20,0.084633,-0.0099525,1,0.608,-2.2,0,-1.392
0.085662,1.0511e-19,0.084598,-0.0099695,1,0.612,-2.2,0,-1.388
0.086116,1.2863e-19,0.084564,-0.0099865,1,0.616,-2.2,0,-1.384
0.08657,1.5443e-19,0.084529,-0.010004,1,0.62,-2.2,0,-1.38
0.087021,-1.4937e-35,0.084496,-0.010021,1,0.624,-2.2,0,-1.376
0.087439,0,0.084485,-0.010043,1,0.628,-2.2,0,-1.372
0.087856,-1.5103e-35,0.084475,-0.010066,1,0.632,-2.2,0,-1.368
0.088274,4.6872e-20,0.084464,-0.010088,1,0.636,-2.2,0,-1.364
0.088692,3.2136e-20,0.084454,-0.010111,1,0.64,-2.2,0,-1.36
0.089109,1.9503e-20,0.084443,-0.010133,1,0.644,-2.2,0,-1.356
0.089527,8.9816e-21,0.084432,-0.010155,1,0.648,-2.2,0,-1.352
0.089945,5.8225e-22,0.084422,-0.010178,1,0.652,-2.2,0,-1.348
0.090362,-5.6879e-21,0.084411,-0.0102,1,0.656,-2.2,0,-1.344
0.09078,-9.8206e-21,0.0844,-0.010223,1,0.66,-2.2,0,-1.34
0.091197,-1.1809e-20,0.08439,-0.010245,1,0.664,-2.2,0,-1.336
0.091615,-1.1646e-20,0.084379,-0.010268,1,0.668,-2.2,0,-1.332
0.092033,-9.3271e-21,0.084368,-0.01029,1,0.672,-2.2,0,-1.328
0.09245,-4.8455e-21,0.084358,-0.010312,1,0.676,-2.2,0,-1.324
0.092868,1.8042e-21,0.084347,-0.010335,1,0.68,-2.2,0,-1.32
0.093286,1.0626e-20,0.084336,-0.010357,1,0.684,-2.2,0,-1.316
0.093703,2.1622e-20,0.084326,-0.01038,1,0.688,-2.2,0,-1.312
0.094121,3.4795e-20,0.084315,-0.010402,1,0.692,-2.2,0,-1.308
0.094539,5.0152e-20,0.084304,-0.010424,1,0.696,-2.2,0,-1.304
0.094956,6.7693e-20,0.084294,-0.010447,1,0.7,-2.2,0,-1.3
0.095374,8.7416e-20,0.084283,-0.010469,1,0.704,-2.2,0,-1.296
0.095792,1.0933e-19,0.084272,-0.010492,1,0.708,-2.2,0,-1.292
0.096209,0,0.084262,-0.010514,1,0.712,-2.2,0,-1.288
0.0966,0,0.084261,-0.010538,1,0.716,-2.2,0,-1.284
0.096984,2.5382e-35,0.084262,-0.010562,1,0.72,-2.2,0,-1.28
0.097368,5.1731e-20,0.084264,-0.010586,1,0.724,-2.2,0,-1.276
0.097752,4.1133e-20,0.084265,-0.01061,1,0.728,-2.2,0,-1.272
0.098136,3.1211e-20,0.084267,-0.010634,1,0.732,-2.2,0,-1.268
0.098521,2.1907e-20,0.084268,-0.010658,1,0.736,-2.2,0,-1.264
0.098905,1.3164e-20,0.08427,-0.010681,1,0.74,-2.2,0,-1.26
0.099289,4.9256e-21,0.084271,-0.010705,1,0.744,-2.2,0,-1.256
0.099673,-2.8699e-21,0.084273,-0.010729,1,0.748,-2.2,0,-1.252
0.10006,-1.0282e-20,0.084274,-0.010753,1,0.752,-2.2,0,-1.248
0.10044,-1.7372e-20,0.084276,-0.010777,1,0.756,-2.2,0,-1.244
0.10083,-2.4203e-20,0.084277,-0.010801,1,0.76,-2.2,0,-1.24
0.10121,-3.0838e-20,0.084279,-0.010825,1,0.764,-2.2,0,-1.236
0.10159,-3.7343e-20,0.08428,-0.010849,1,0.768,-2.2,0,-1.232
0.10198,-4.3783e-20,0.084282,-0.010873,1,0.772,-2.2,0,-1.228
0.10236,-5.0222e-20,0.084283,-0.010897,1,0.776,-2.2,0,-1.224
0.10275,-5.6735e-20,0.084285,-0.010921,1,0.78,-2.2,0,-1.22
0.10313,-6.3385e-20,0.084286,-0.010945,1,0.784,-2.2,0,-1.216
0.10351,-7.0242e-20,0.084288,-0.010969,1,0.788,-2.2,0,-1.212
0.1039,-7.7383e-20,0.084289,-0.010993,1,0.792,-2.2,0,-1.208
0.10428,-8.4874e-20,0.084291,-0.011017,1,0.796,-2.2,0,-1.204
0.10467,-9.2791e-20,0.084292,-0.011041,1,0.8,-2.2,0,-1.2
0.10503,3.7029e-35,0.084293,-0.011064,1,0.804,-2.2,0,-1.196
0.10538,-7.5255e-20,0.084295,-0.011086,1,0.808,-2.2,0,-1.192
0.10572,-5.0047e-20,0.084296,-0.011108,1,0.812,-2.2,0,-1.188
0.10607,-2.9083e-20,0.084297,-0.01113,1,0.816,-2.2,0,-1.184
0.10642,-1.2508e-20,0.084298,-0.011151,1,0.82,-2.2,0,-1.18
0.10676,-4.6651e-22,0.084299,-0.011173,1,0.824,-2.2,0,-1.176
0.10711,6.8921e-21,0.0843,-0.011195,1,0.828,-2.2,0,-1.172
0.10746,9.4213e-21,0.084302,-0.011217,1,0.832,-2.2,0,-1.168
0.1078,6.9697e-21,0.084303,-0.011239,1,0.836,-2.2,0,-1.164
0.10815,-6.1286e-22,0.084304,-0.011261,1,0.84,-2.2,0,-1.16
0.1085,-1.3478e-20,0.084305,-0.011283,1,0.844,-2.2,0,-1.156
0.10884,-3.178e-20,0.084306,-0.011305,1,0.848,-2.2,0,-1.152
0.10919,-5.5672e-20,0.084307,-0.011327,1,0.852,-2.2,0,-1.148
0.10954,-8.5309e-20,0.084308,-0.011349,1,0.856,-2.2,0,-1.144
0.10988,-1.2085e-19,0.08431,-0.011371,1,0.86,-2.2,0,-1.14
0.11023,0,0.084311,-0.011393,1,0.864,-2.2,0,-1.136
0.11058,0,0.084312,-0.011415,1,0.868,-2.2,0,-1.132
0.11092,0,0.084313,-0.011436,1,0.872,-2.2,0,-1.128
0.11127,0,0.084314,-0.011458,1,0.876,-2.2,0,-1.124
0.11162,-7.8876e-35,0.084315,-0.01148,1,0.88,-2.2,0,-1.12
0.11196,0,0.084316,-0.011502,1,0.884,-2.2,0,-1.116
0.11231,1.5877e-34,0.084317,-0.011524,1,0.888,-2.2,0,-1.112
0.11264,0,0.084318,-0.011545,1,0.892,-2.2,0,-1.108
0.11295,0,0.084318,-0.011564,1,0.896,-2.2,0,-1.104
0.11325,0,0.084319,-0.011583,1,0.9,-2.2,0,-1.1
0.11355,2.0045e-35,0.084319,-0.011602,1,0.904,-2.2,0,-1.096
0.11385,-1.0287e-19,0.084319,-0.011621,1,0.908,-2.2,0,-1.092
0.11416,-5.9373e-20,0.084319,-0.01164,1,0.912,-2.2,0,-1.088
0.11446,-2.6174e-20,0.084319,-0.011659,1,0.916,-2.2,0,-1.084
0.11476,-3.357e-21,0.08432,-0.011678,1,0.92,-2.2,0,-1.08
0.11507,8.992e-21,0.08432,-0.011697,1,0.924,-2.2,0,-1.076
0.11537,1.0788e-20,0.08432,-0.011716,1,0.928,-2.2,0,-1.072
0.11567,1.9456e-21,0.08432,-0.011735,1,0.932,-2.2,0,-1.068
0.11597,-1.762e-20,0.08432,-0.011754,1,0.936,-2.2,0,-1.064
0.11628,0,0.08432,-0.011773,1,0.94,-2.2,0,-1.06
0.11658,-2.0513e-35,0.084321,-0.011792,1,0.944,-2.2,0,-1.056
0.11688,2.056e-35,0.084321,-0.011811,1,0.948,-2.2,0,-1.052
0.11719,0,0.084321,-0.01183,1,0.952,-2.2,0,-1.048
0.11749,0,0.084321,-0.011849,1,0.956,-2.2,0,-1.044
0.11779,4.1401e-35,0.084321,-0.011868,1,0.96,-2.2,0,-1.04
0.11809,8.2989e-35,0.084321,-0.011887,1,0.964,-2.2,0,-1.036
0.1184,8.3176e-35,0.084321,-0.011906,1,0.968,-2.2,0,-1.032
0.1187,0,0.084322,-0.011925,1,0.972,-2.2,0,-1.028
0.119,0,0.084322,-0.011944,1,0.976,-2.2,0,-1.024
0.11931,-4.5998e-08,0.084322,-0.011963,1,0.98,-2.2,0,-1.02
0.11955,0,0.084316,-0.011979,1,0.984,-2.2,0,-1.016
0.1198,0,0.08431,-0.011994,1,0.988,-2.2,0,-1.012
0.12005,0,0.084304,-0.012009,1,0.992,-2.2,0,-1.008
0.1203,0,0.084298,-0.012024,1,0.996,-2.2,0,-1.004
0.12055,0,0.084292,-0.01204,1,1,-2.2,0,-1
0.1208,0,0.084286,-0.012055,1,1.004,-2.2,0,-0.996
0.12105,0,0.084281,-0.01207,1,1.008,-2.2,0,-0.992
0.1213,0,0.084275,-0.012086,1,1.012,-2.2,0,-0.988
0.12155,0,0.084269,-0.012101,1,1.016,-2.2,0,-0.984
0.1218,0,0.084263,-0.012116,1,1.02,-2.2,0,-0.98
0.12205,0,0.084257,-0.012132,1,1.024,-2.2,0,-0.976
0.12229,0,0.084251,-0.012147,1,1.028,-2.2,0,-0.972
0.12254,0,0.084245,-0.012162,1,1.032,-2.2,0,-0.968
0.12279,0,0.084239,-0.012177,1,1.036,-2.2,0,-0.964
0.12304,0,0.084233,-0.012193,1,1.04,-2.2,0,-0.96
0.12329,0,0.084227,-0.012208,1,1.044,-2.2,0,-0.956
0.12354,0,0.084221,-0.012223,1,1.048,-2.2,0,-0.952
0.12379,0,0.084215,-0.012239,1,1.052,-2.2,0,-0.948
0.12404,0,0.084209,-0.012254,1,1.056,-2.2,0,-0.944
0.12429,0,0.084203,-0.012269,1,1.06,-2.2,0,-0.94
0.12454,0,0.084197,-0.012284,1,1.064,-2.2,0,-0.936
0.12479,0,0.084191,-0.0123,1,1.068,-2.2,0,-0.932
0.12497,0,0.084175,-0.012308,1,1.072,-2.2,0,-0.928
0.12513,0,0.084156,-0.012314,1,1.076,-2.2,0,-0.924
0.12528,0,0.084136,-0.01232,1,1.08,-2.2,0,-0.92
0.12544,0,0.084116,-0.012326,1,1.084,-2.2,0,-0.916
0.1256,0,0.084097,-0.012332,1,1.088,-2.2,0,-0.912
0.12576,0,0.084077,-0.012338,1,1.092,-2.2,0,-0.908
0.12592,0,0.084058,-0.012344,1,1.096,-2.2,0,-0.904
0.12608,0,0.084038,-0.01235,1,1.1,-2.2,0,-0.9
0.12625,0,0.084002,-0.012356,1,1.104,-2.2,0,-0.896
0.12642,0,0.083954,-0.012361,1,1.108,-2.2,0,-0.892
0.12659,0,0.083906,-0.012367,1,1.112,-2.2,0,-0.888
0.12677,0,0.083858,-0.012373,1,1.116,-2.2,0,-0.884
0.12694,0,0.08381,-0.012378,1,1.12,-2.2,0,-0.88
0.12712,0,0.083762,-0.012384,1,1.124,-2.2,0,-0.876
0.12729,0,0.083714,-0.012389,1,1.128,-2.2,0,-0.872
0.12746,0,0.083666,-0.012395,1,1.132,-2.2,0,-0.868
0.12764,0,0.083618,-0.0124,1,1.136,-2.2,0,-0.864
0.1278,0,0.083582,-0.01241,1,1.14,-2.2,0,-0.86
0.12797,0,0.083553,-0.012423,1,1.144,-2.2,0,-0.856
0.12813,0,0.083524,-0.012435,1,1.148,-2.2,0,-0.852
0.12829,0,0.083494,-0.012447,1,1.152,-2.2,0,-0.848
0.12846,0,0.083465,-0.01246,1,1.156,-2.2,0,-0.844
0.12859,-9.9342e-22,0.08343,-0.012468,1,1.16,-2.2,0,-0.84
0.12867,-2.309e-22,0.083388,-0.012472,1,1.164,-2.2,0,-0.836
0.12876,2.419e-22,0.083347,-0.012476,1,1.168,-2.2,0,-0.832
0.12885,4.5237e-22,0.083305,-0.012481,1,1.172,-2.2,0,-0.828
0.12894,4.2711e-22,0.083263,-0.012485,1,1.176,-2.2,0,-0.824
0.12902,1.93e-22,0.083222,-0.012489,1,1.18,-2.2,0,-0.82
0.12911,-2.231e-22,0.08318,-0.012493,1,1.184,-2.2,0,-0.816
0.1292,-7.9442e-22,0.083139,-0.012497,1,1.188,-2.2,0,-0.812
0.12929,-1.4942e-21,0.083097,-0.012501,1,1.192,-2.2,0,-0.808
0.12938,-2.2958e-21,0.083055,-0.012506,1,1.196,-2.2,0,-0.804
0.12946,-3.1723e-21,0.083014,-0.01251,1,1.2,-2.2,0,-0.8
0.12953,0,0.082971,-0.012512,1,1.204,-2.2,0,-0.796
0.12955,0,0.082926,-0.012511,1,1.208,-2.2,0,-0.792
0.12958,0,0.082881,-0.01251,1,1.212,-2.2,0,-0.788
0.1296,0,0.082836,-0.01251,1,1.216,-2.2,0,-0.784
0.12963,0,0.082791,-0.012509,1,1.22,-2.2,0,-0.78
0.12965,0,0.082746,-0.012508,1,1.224,-2.2,0,-0.776
0.12968,0,0.082702,-0.012507,1,1.228,-2.2,0,-0.772
0.1297,0,0.082657,-0.012506,1,1.232,-2.2,0,-0.768
0.12973,0,0.082612,-0.012505,1,1.236,-2.2,0,-0.764
0.12975,0,0.082567,-0.012504,1,1.24,-2.2,0,-0.76
0.12978,0,0.082521,-0.012503,1,1.244,-2.2,0,-0.756
0.1298,0,0.082466,-0.012501,1,1.248,-2.2,0,-0.752
0.12979,0,0.08242,-0.012498,1,1.252,-2.2,0,-0.748
0.12979,0,0.082373,-0.012494,1,1.256,-2.2,0,-0.744
0.12978,0,0.082327,-0.01249,1,1.26,-2.2,0,-0.74
0.12977,0,0.08228,-0.012487,1,1.264,-2.2,0,-0.736
0.12977,0,0.082234,-0.012483,1,1.268,-2.2,0,-0.732
0.12973,0,0.082174,-0.012478,1,1.272,-2.2,0,-0.728
0.12967,0,0.082107,-0.012472,1,1.276,-2.2,0,-0.724
0.12961,0,0.082041,-0.012466,1,1.28,-2.2,0,-0.72
0.12956,0,0.081974,-0.012461,1,1.284,-2.2,0,-0.716
0.1295,0,0.081907,-0.012455,1,1.288,-2.2,0,-0.712
0.12944,0,0.081839,-0.012449,1,1.292,-2.2,0,-0.708
0.12931,0,0.081767,-0.01244,1,1.296,-2.2,0,-0.704
0.12918,0,0.081696,-0.012431,1,1.3,-2.2,0,-0.7
0.12905,0,0.081624,-0.012423,1,1.304,-2.2,0,-0.696
0.12893,0,0.081552,-0.012414,1,1.308,-2.2,0,-0.692
0.1288,0,0.08148,-0.012406,1,1.312,-2.2,0,-0.688
0.12863,0,0.081406,-0.012395,1,1.316,-2.2,0,-0.684
0.12843,0,0.081331,-0.012383,1,1.32,-2.2,0,-0.68
0.12823,0,0.081255,-0.012371,1,1.324,-2.2,0,-0.676
0.12803,0,0.081179,-0.012359,1,1.328,-2.2,0,-0.672
0.12783,0,0.081104,-0.012347,1,1.332,-2.2,0,-0.668
0.12763,0,0.081028,-0.012334,1,1.336,-2.2,0,-0.664
0.12734,0,0.080947,-0.01232,1,1.34,-2.2,0,-0.66
0.12704,0,0.080866,-0.012305,1,1.344,-2.2,0,-0.656
0.12676,0,0.080764,-0.012289,1,1.348,-2.2,0,-0.652
0.12653,0,0.080624,-0.012277,1,1.352,-2.2,0,-0.648
0.12632,0,0.080483,-0.012268,1,1.356,-2.2,0,-0.644
0.12606,1.9535e-27,0.08038,-0.012252,1,1.36,-2.2,0,-0.64
0.12573,-3.3792e-26,0.080331,-0.012228,1,1.364,-2.2,0,-0.636
0.12541,-2.8371e-25,0.080282,-0.012204,1,1.368,-2.2,0,-0.632
0.12524,2.0835e-32,0.08022,-0.012187,1,1.372,-2.2,0,-0.628
