"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.35203,0,0.39998,-0.15411,1,0.072,-0.8,0,-0.928
0.35308,0,0.40079,-0.1548,1,0.074,-0.8,0,-0.926
0.35413,0,0.4016,-0.15548,1,0.076,-0.8,0,-0.924
0.35517,0,0.40242,-0.15616,1,0.078,-0.8,0,-0.922
0.35622,0,0.40323,-0.15684,1,0.08,-0.8,0,-0.92
0.35727,0,0.40404,-0.15752,1,0.082,-0.8,0,-0.918
0.35832,0,0.40485,-0.15821,1,0.084,-0.8,0,-0.916
0.35937,0,0.40566,-0.15889,1,0.086,-0.8,0,-0.914
0.36042,0,0.40647,-0.15957,1,0.088,-0.8,0,-0.912
0.36146,0,0.40729,-0.16025,1,0.09,-0.8,0,-0.91
0.36251,0,0.4081,-0.16093,1,0.092,-0.8,0,-0.908
0.36356,0,0.40891,-0.16162,1,0.094,-0.8,0,-0.906
0.36461,0,0.40972,-0.1623,1,0.096,-0.8,0,-0.904
0.36566,0,0.41053,-0.16298,1,0.098,-0.8,0,-0.902
0.3667,0,0.41135,-0.16366,1,0.1,-0.8,0,-0.9
0.36775,0,0.41216,-0.16434,1,0.102,-0.8,0,-0.898
0.3688,0,0.41297,-0.16503,1,0.104,-0.8,0,-0.896
0.36985,0,0.41378,-0.16571,1,0.106,-0.8,0,-0.894
0.3709,6.9275e-18,0.41459,-0.16639,1,0.108,-0.8,0,-0.892
0.37194,0,0.4154,-0.16707,1,0.11,-0.8,0,-0.89
0.37299,-3.4825e-18,0.41622,-0.16775,1,0.112,-0.8,0,-0.888
0.37404,-1.0476e-17,0.41703,-0.16844,1,0.114,-0.8,0,-0.886
0.37509,0,0.41784,-0.16912,1,0.116,-0.8,0,-0.884
0.37614,0,0.41865,-0.1698,1,0.118,-0.8,0,-0.882
0.37719,0,0.41946,-0.17048,1,0.12,-0.8,0,-0.88
0.37823,0,0.42027,-0.17116,1,0.122,-0.8,0,-0.878
0.37928,0,0.42109,-0.17185,1,0.124,-0.8,0,-0.876
0.38033,0,0.4219,-0.17253,1,0.126,-0.8,0,-0.874
0.38138,0,0.42271,-0.17321,1,0.128,-0.8,0,-0.872
0.38243,0,0.42352,-0.17389,1,0.13,-0.8,0,-0.87
0.38347,0,0.42433,-0.17457,1,0.132,-0.8,0,-0.868
0.38452,0,0.42515,-0.17526,1,0.134,-0.8,0,-0.866
0.38557,0,0.42596,-0.17594,1,0.136,-0.8,0,-0.864
0.38662,0,0.42677,-0.17662,1,0.138,-0.8,0,-0.862
0.38767,0,0.42758,-0.1773,1,0.14,-0.8,0,-0.86
0.38871,0,0.42839,-0.17798,1,0.142,-0.8,0,-0.858
0.38976,0,0.4292,-0.17867,1,0.144,-0.8,0,-0.856
0.39081,0,0.43001,-0.17935,1,0.146,-0.8,0,-0.854
0.39186,0,0.43083,-0.18003,1,0.148,-0.8,0,-0.852
0.39291,0,0.43164,-0.18071,1,0.15,-0.8,0,-0.85
0.39396,0,0.43245,-0.18139,1,0.152,-0.8,0,-0.848
0.395,0,0.43326,-0.18208,1,0.154,-0.8,0,-0.846
0.39606,-2.8447e-07,0.43407,-0.18276,1,0.156,-0.8,0,-0.844
0.39728,0,0.43504,-0.18368,1,0.158,-0.8,0,-0.842
0.39847,0,0.43601,-0.18459,1,0.16,-0.8,0,-0.84
0.39965,0,0.43698,-0.1855,1,0.162,-0.8,0,-0.838
0.40083,0,0.43795,-0.18641,1,0.164,-0.8,0,-0.836
0.40201,0,0.43892,-0.18732,1,0.166,-0.8,0,-0.834
0.40319,0,0.43989,-0.18823,1,0.168,-0.8,0,-0.832
0.40438,0,0.44086,-0.18913,1,0.17,-0.8,0,-0.83
0.40556,0,0.44183,-0.19004,1,0.172,-0.8,0,-0.828
0.40674,0,0.4428,-0.19095,1,0.174,-0.8,0,-0.826
0.40792,0,0.44377,-0.19186,1,0.176,-0.8,0,-0.824
0.40911,0,0.44474,-0.19277,1,0.178,-0.8,0,-0.822
0.41029,0,0.44571,-0.19368,1,0.18,-0.8,0,-0.82
0.41147,0,0.44668,-0.19459,1,0.182,-0.8,0,-0.818
0.41265,0,0.44765,-0.1955,1,0.184,-0.8,0,-0.816
0.41383,0,0.44862,-0.19641,1,0.186,-0.8,0,-0.814
0.41502,0,0.44959,-0.19732,1,0.188,-0.8,0,-0.812
0.4162,0,0.45056,-0.19823,1,0.19,-0.8,0,-0.81
0.41738,0,0.45153,-0.19914,1,0.192,-0.8,0,-0.808
0.41856,0,0.4525,-0.20004,1,0.194,-0.8,0,-0.806
0.41975,0,0.45347,-0.20095,1,0.196,-0.8,0,-0.804
0.42093,0,0.45444,-0.20186,1,0.198,-0.8,0,-0.802
0.42211,0,0.45541,-0.20277,1,0.2,-0.8,0,-0.8
0.42329,0,0.45638,-0.20368,1,0.202,-0.8,0,-0.798
0.42447,0,0.45735,-0.20459,1,0.204,-0.8,0,-0.796
0.42566,0,0.45832,-0.2055,1,0.206,-0.8,0,-0.794
0.42684,0,0.45929,-0.20641,1,0.208,-0.8,0,-0.792
0.42802,0,0.46026,-0.20732,1,0.21,-0.8,0,-0.79
0.4292,0,0.46123,-0.20823,1,0.212,-0.8,0,-0.788
0.43039,0,0.4622,-0.20914,1,0.214,-0.8,0,-0.786
0.43157,0,0.46317,-0.21005,1,0.216,-0.8,0,-0.784
0.43275,0,0.46414,-0.21095,1,0.218,-0.8,0,-0.782
0.43393,0,0.46511,-0.21186,1,0.22,-0.8,0,-0.78
0.43511,0,0.46608,-0.21277,1,0.222,-0.8,0,-0.778
0.4363,0,0.46705,-0.21368,1,0.224,-0.8,0,-0.776
0.43748,0,0.46802,-0.21459,1,0.226,-0.8,0,-0.774
0.43866,0,0.46899,-0.2155,1,0.228,-0.8,0,-0.772
0.43984,0,0.46996,-0.21641,1,0.23,-0.8,0,-0.77
0.44103,0,0.47093,-0.21732,1,0.232,-0.8,0,-0.768
0.44221,0,0.47191,-0.21823,1,0.234,-0.8,0,-0.766
0.44339,0,0.47288,-0.21914,1,0.236,-0.8,0,-0.764
0.44457,0,0.47385,-0.22005,1,0.238,-0.8,0,-0.762
0.44575,0,0.47482,-0.22096,1,0.24,-0.8,0,-0.76
0.44694,0,0.47579,-0.22187,1,0.242,-0.8,0,-0.758
0.44812,0,0.47676,-0.22277,1,0.244,-0.8,0,-0.756
0.44937,0,0.47783,-0.22382,1,0.246,-0.8,0,-0.754
0.45067,0,0.47896,-0.22496,1,0.248,-0.8,0,-0.752
0.45196,0,0.4801,-0.22611,1,0.25,-0.8,0,-0.75
0.45326,0,0.48124,-0.22725,1,0.252,-0.8,0,-0.748
0.45455,0,0.48237,-0.22839,1,0.254,-0.8,0,-0.746
0.45585,0,0.48351,-0.22953,1,0.256,-0.8,0,-0.744
0.45715,0,0.48465,-0.23067,1,0.258,-0.8,0,-0.742
0.45844,0,0.48579,-0.23182,1,0.26,-0.8,0,-0.74
0.45974,0,0.48692,-0.23296,1,0.262,-0.8,0,-0.738
0.46104,0,0.48806,-0.2341,1,0.264,-0.8,0,-0.736
0.46233,0,0.4892,-0.23524,1,0.266,-0.8,0,-0.734
0.46363,0,0.49033,-0.23638,1,0.268,-0.8,0,-0.732
0.46492,0,0.49147,-0.23752,1,0.27,-0.8,0,-0.73
0.46622,0,0.49261,-0.23867,1,0.272,-0.8,0,-0.728
0.46752,0,0.49375,-0.23981,1,0.274,-0.8,0,-0.726
0.46881,-2.1433e-18,0.49488,-0.24095,1,0.276,-0.8,0,-0.724
0.47011,0,0.49602,-0.24209,1,0.278,-0.8,0,-0.722
0.47141,0,0.49716,-0.24323,1,0.28,-0.8,0,-0.72
0.4727,0,0.49829,-0.24438,1,0.282,-0.8,0,-0.718
0.474,0,0.49943,-0.24552,1,0.284,-0.8,0,-0.716
0.47529,0,0.50057,-0.24666,1,0.286,-0.8,0,-0.714
0.47659,0,0.5017,-0.2478,1,0.288,-0.8,0,-0.712
0.47797,0,0.50291,-0.24904,1,0.29,-0.8,0,-0.71
0.47936,0,0.50418,-0.25037,1,0.292,-0.8,0,-0.708
0.48074,0,0.50546,-0.25169,1,0.294,-0.8,0,-0.706
0.48213,0,0.50673,-0.25301,1,0.296,-0.8,0,-0.704
0.48351,0,0.508,-0.25434,1,0.298,-0.8,0,-0.702
0.48489,0,0.50927,-0.25566,1,0.3,-0.8,0,-0.7
0.48627,0,0.51054,-0.25698,1,0.302,-0.8,0,-0.698
0.48765,0,0.51181,-0.2583,1,0.304,-0.8,0,-0.696
0.48903,0,0.51309,-0.25963,1,0.306,-0.8,0,-0.694
0.49041,0,0.51436,-0.26095,1,0.308,-0.8,0,-0.692
0.49179,0,0.51563,-0.26227,1,0.31,-0.8,0,-0.69
0.49318,0,0.5169,-0.2636,1,0.312,-0.8,0,-0.688
0.49456,0,0.51817,-0.26492,1,0.314,-0.8,0,-0.686
0.49594,0,0.51945,-0.26624,1,0.316,-0.8,0,-0.684
0.49732,0,0.52072,-0.26757,1,0.318,-0.8,0,-0.682
0.4987,0,0.52199,-0.26889,1,0.32,-0.8,0,-0.68
0.50008,0,0.52326,-0.27021,1,0.322,-0.8,0,-0.678
0.50146,0,0.52453,-0.27154,1,0.324,-0.8,0,-0.676
0.50284,0,0.5258,-0.27286,1,0.326,-0.8,0,-0.674
0.50423,0,0.52708,-0.27418,1,0.328,-0.8,0,-0.672
0.50561,0,0.52835,-0.2755,1,0.33,-0.8,0,-0.67
0.50699,0,0.52962,-0.27683,1,0.332,-0.8,0,-0.668
0.50838,0,0.53091,-0.27817,1,0.334,-0.8,0,-0.666
0.50981,0,0.53227,-0.27963,1,0.336,-0.8,0,-0.664
0.51123,0,0.53364,-0.28109,1,0.338,-0.8,0,-0.662
0.51266,0,0.535,-0.28255,1,0.34,-0.8,0,-0.66
0.51409,0,0.53636,-0.28401,1,0.342,-0.8,0,-0.658
0.51552,0,0.53773,-0.28547,1,0.344,-0.8,0,-0.656
0.51695,0,0.53909,-0.28693,1,0.346,-0.8,0,-0.654
0.51837,0,0.54046,-0.28839,1,0.348,-0.8,0,-0.652
0.5198,0,0.54182,-0.28985,1,0.35,-0.8,0,-0.65
0.52123,0,0.54319,-0.29131,1,0.352,-0.8,0,-0.648
0.52266,0,0.54455,-0.29277,1,0.354,-0.8,0,-0.646
0.52409,8.1695e-36,0.54592,-0.29423,1,0.356,-0.8,0,-0.644
0.52555,-4.0918e-36,0.54736,-0.2958,1,0.358,-0.8,0,-0.642
0.52702,-2.5617e-37,0.5488,-0.29737,1,0.36,-0.8,0,-0.64
0.52849,-2.0529e-36,0.55023,-0.29893,1,0.362,-0.8,0,-0.638
0.52996,8.1961e-21,0.55167,-0.3005,1,0.364,-0.8,0,-0.636
0.53142,3.2134e-21,0.55311,-0.30207,1,0.366,-0.8,0,-0.634
0.53289,-6.8381e-21,0.55455,-0.30364,1,0.368,-0.8,0,-0.632
0.53436,0,0.55599,-0.3052,1,0.37,-0.8,0,-0.63
0.53583,0,0.55743,-0.30677,1,0.372,-0.8,0,-0.628
0.5373,8.2954e-36,0.55887,-0.30834,1,0.374,-0.8,0,-0.626
0.53876,0,0.5603,-0.30991,1,0.376,-0.8,0,-0.624
0.54023,1.6647e-35,0.56174,-0.31147,1,0.378,-0.8,0,-0.622
0.54173,2.0855e-36,0.56324,-0.31314,1,0.38,-0.8,0,-0.62
0.54324,-2.0902e-36,0.56475,-0.3148,1,0.382,-0.8,0,-0.618
0.54474,2.0949e-36,0.56625,-0.31647,1,0.384,-0.8,0,-0.616
0.54624,-1.0498e-36,0.56776,-0.31813,1,0.386,-0.8,0,-0.614
0.54774,2.9558e-21,0.56926,-0.3198,1,0.388,-0.8,0,-0.612
0.54925,-2.9033e-21,0.57077,-0.32147,1,0.39,-0.8,0,-0.61
0.55075,0,0.57227,-0.32313,1,0.392,-0.8,0,-0.608
0.55225,-6.3554e-36,0.57378,-0.3248,1,0.394,-0.8,0,-0.606
0.55376,-4.2463e-36,0.57528,-0.32647,1,0.396,-0.8,0,-0.604
0.55526,0,0.57679,-0.32813,1,0.398,-0.8,0,-0.602
0.55676,8.5304e-36,0.57829,-0.3298,1,0.4,-0.8,0,-0.6
0.5583,4.2764e-36,0.57987,-0.33156,1,0.402,-0.8,0,-0.598
0.55984,-2.144e-36,0.58146,-0.33335,1,0.404,-0.8,0,-0.596
0.56137,0,0.58305,-0.33514,1,0.406,-0.8,0,-0.594
0.56291,0,0.58464,-0.33692,1,0.408,-0.8,0,-0.592
0.56445,0,0.58623,-0.33871,1,0.41,-0.8,0,-0.59
0.56599,-2.9272e-22,0.58782,-0.34049,1,0.412,-0.8,0,-0.588
0.56753,1.3581e-37,0.58942,-0.34228,1,0.414,-0.8,0,-0.586
0.56907,-4.2554e-39,0.59101,-0.34407,1,0.416,-0.8,0,-0.584
0.57061,0,0.5926,-0.34585,1,0.418,-0.8,0,-0.582
0.57215,0,0.59419,-0.34764,1,0.42,-0.8,0,-0.58
0.57368,0,0.59578,-0.34942,1,0.422,-0.8,0,-0.578
0.57526,0,0.59744,-0.35131,1,0.424,-0.8,0,-0.576
0.57684,0,0.59913,-0.35323,1,0.426,-0.8,0,-0.574
0.57842,0,0.60081,-0.35516,1,0.428,-0.8,0,-0.572
0.58001,0,0.6025,-0.35708,1,0.43,-0.8,0,-0.57
0.58159,0,0.60418,-0.359,1,0.432,-0.8,0,-0.568
0.58318,0,0.60587,-0.36092,1,0.434,-0.8,0,-0.566
0.58476,0,0.60755,-0.36285,1,0.436,-0.8,0,-0.564
0.58634,0,0.60924,-0.36477,1,0.438,-0.8,0,-0.562
0.58793,0,0.61093,-0.36669,1,0.44,-0.8,0,-0.56
0.58951,0,0.61261,-0.36861,1,0.442,-0.8,0,-0.558
0.5911,0,0.6143,-0.37054,1,0.444,-0.8,0,-0.556
0.59271,-3.6612e-35,0.61607,-0.37255,1,0.446,-0.8,0,-0.554
0.59434,9.197e-36,0.6179,-0.37461,1,0.448,-0.8,0,-0.552
0.59597,0,0.61972,-0.37667,1,0.45,-0.8,0,-0.55
0.5976,1.1606e-36,0.62154,-0.37873,1,0.452,-0.8,0,-0.548
0.59924,1.1661e-36,0.62337,-0.3808,1,0.454,-0.8,0,-0.546
0.60087,-4.0192e-22,0.62519,-0.38286,1,0.456,-0.8,0,-0.544
0.6025,4.7084e-36,0.62702,-0.38492,1,0.458,-0.8,0,-0.542
0.60413,0,0.62884,-0.38698,1,0.46,-0.8,0,-0.54
0.60576,-3.8019e-35,0.63067,-0.38905,1,0.462,-0.8,0,-0.538
0.60739,-3.8195e-35,0.63249,-0.39111,1,0.464,-0.8,0,-0.536
0.60902,7.6742e-35,0.63432,-0.39317,1,0.466,-0.8,0,-0.534
0.61064,0,0.63616,-0.39534,1,0.468,-0.8,0,-0.532
0.61225,3.8896e-35,0.63802,-0.39761,1,0.47,-0.8,0,-0.53
0.61386,-9.7964e-36,0.63989,-0.39989,1,0.472,-0.8,0,-0.528
0.61547,1.542e-37,0.64175,-0.40216,1,0.474,-0.8,0,-0.526
0.61707,4.9706e-36,0.64361,-0.40443,1,0.476,-0.8,0,-0.524
0.61868,4.7577e-21,0.64548,-0.4067,1,0.478,-0.8,0,-0.522
0.62029,0,0.64734,-0.40898,1,0.48,-0.8,0,-0.52
0.6219,0,0.6492,-0.41125,1,0.482,-0.8,0,-0.518
0.6235,-8.1846e-35,0.65107,-0.41352,1,0.484,-0.8,0,-0.516
0.62511,1.6485e-34,0.65293,-0.41579,1,0.486,-0.8,0,-0.514
0.62672,4.9803e-34,0.65479,-0.41806,1,0.488,-0.8,0,-0.512
0.62861,0,0.65688,-0.42039,1,0.49,-0.8,0,-0.51
0.63091,-8.4625e-35,0.6593,-0.4228,1,0.492,-0.8,0,-0.508
0.6332,0,0.66171,-0.4252,1,0.494,-0.8,0,-0.506
0.6355,0,0.66412,-0.4276,1,0.496,-0.8,0,-0.504
0.63779,1.6377e-35,0.66654,-0.43001,1,0.498,-0.8,0,-0.502
0.64009,1.8768e-20,0.66895,-0.43241,1,0.5,-0.8,0,-0.5
0.64238,2.2288e-35,0.67136,-0.43482,1,0.502,-0.8,0,-0.498
0.64467,9.006e-35,0.67378,-0.43722,1,0.504,-0.8,0,-0.496
0.64697,1.8193e-34,0.67619,-0.43962,1,0.506,-0.8,0,-0.494
0.64926,1.8374e-34,0.6786,-0.44203,1,0.508,-0.8,0,-0.492
0.65156,3.7111e-34,0.68101,-0.44443,1,0.51,-0.8,0,-0.49
0.65284,0,0.68322,-0.44709,1,0.512,-0.8,0,-0.488
0.65187,0,0.68497,-0.45033,1,0.514,-0.8,0,-0.486
0.6509,0,0.68671,-0.45357,1,0.516,-0.8,0,-0.484
0.64994,0,0.68846,-0.4568,1,0.518,-0.8,0,-0.482
0.64897,0,0.69021,-0.46004,1,0.52,-0.8,0,-0.48
0.648,0,0.69195,-0.46327,1,0.522,-0.8,0,-0.478
0.64703,0,0.6937,-0.46651,1,0.524,-0.8,0,-0.476
0.64606,0,0.69544,-0.46974,1,0.526,-0.8,0,-0.474
0.64509,0,0.69719,-0.47297,1,0.528,-0.8,0,-0.472
0.64412,0,0.69894,-0.47621,1,0.53,-0.8,0,-0.47
0.64315,0,0.70068,-0.47944,1,0.532,-0.8,0,-0.468
0.65279,-2.4343e-34,0.70254,-0.48268,1,0.534,-0.8,0,-0.466
0.70331,-1.2538e-34,0.70486,-0.48592,1,0.536,-0.8,0,-0.464
0.75382,-6.452e-35,0.70717,-0.48916,1,0.538,-0.8,0,-0.462
0.80433,1.6588e-35,0.70948,-0.49239,1,0.54,-0.8,0,-0.46
0.85484,4.2615e-36,0.71179,-0.49563,1,0.542,-0.8,0,-0.458
0.90534,3.3115e-20,0.71411,-0.49887,1,0.544,-0.8,0,-0.456
0.95583,1.7962e-35,0.71642,-0.50211,1,0.546,-0.8,0,-0.454
1.0063,0,0.71873,-0.50535,1,0.548,-0.8,0,-0.452
1.0568,-1.5102e-34,0.72105,-0.50859,1,0.55,-0.8,0,-0.45
1.1073,-3.0937e-34,0.72336,-0.51183,1,0.552,-0.8,0,-0.448
1.1578,6.334e-34,0.72568,-0.51507,1,0.554,-0.8,0,-0.446
1.2367,0,0.72453,-0.51838,1,0.556,-0.8,0,-0.444
1.5625,0,0.69323,-0.5223,1,0.558,-0.8,0,-0.442
1.8883,7.6646e-35,0.66193,-0.52621,1,0.56,-0.8,0,-0.44
2.2141,-1.8666e-35,0.63064,-0.53013,1,0.562,-0.8,0,-0.438
2.5399,-1.7744e-38,0.59934,-0.53405,1,0.564,-0.8,0,-0.436
2.8656,-2.3981e-20,0.56804,-0.53797,1,0.566,-0.8,0,-0.434
3.1914,5.4939e-20,0.53675,-0.54188,1,0.568,-0.8,0,-0.432
3.5172,3.3364e-35,0.50545,-0.5458,1,0.57,-0.8,0,-0.43
3.843,0,0.47416,-0.54972,1,0.572,-0.8,0,-0.428
4.1687,-2.5105e-34,0.44286,-0.55364,1,0.574,-0.8,0,-0.426
4.4945,0,0.41157,-0.55757,1,0.576,-0.8,0,-0.424
4.8214,0,0.38025,-0.56131,1,0.578,-0.8,0,-0.422
5.8857,0,0.33601,-0.4508,1,0.58,-0.8,0,-0.42
6.9499,3.4056e-34,0.29176,-0.3403,1,0.582,-0.8,0,-0.418
8.0142,0,0.24751,-0.22979,1,0.584,-0.8,0,-0.416
9.0785,9.9822e-20,0.20327,-0.11928,1,0.586,-0.8,0,-0.414
10.143,-3.1586e-20,0.15902,-0.0087724,1,0.588,-0.8,0,-0.412
11.207,3.9366e-20,0.11477,0.10174,1,0.59,-0.8,0,-0.41
12.271,4.1973e-20,0.070524,0.21224,1,0.592,-0.8,0,-0.408
13.336,0,0.026277,0.32275,1,0.594,-0.8,0,-0.406
14.4,0,-0.017969,0.43326,1,0.596,-0.8,0,-0.404
15.464,3.5662e-34,-0.062216,0.54377,1,0.598,-0.8,0,-0.402
16.528,9.7268e-34,-0.10646,0.65428,1,0.6,-0.8,0,-0.4
17.537,0,-0.10743,0.73697,1,0.602,-0.8,0,-0.398
18.54,0,-0.10365,0.81661,1,0.604,-0.8,0,-0.396
19.542,0,-0.099876,0.89625,1,0.606,-0.8,0,-0.394
20.545,0,-0.096098,0.97589,1,0.608,-0.8,0,-0.392
21.547,0,-0.09232,1.0555,1,0.61,-0.8,0,-0.39
22.55,0,-0.088542,1.1352,1,0.612,-0.8,0,-0.388
23.553,0,-0.084764,1.2148,1,0.614,-0.8,0,-0.386
24.555,0,-0.080985,1.2944,1,0.616,-0.8,0,-0.384
25.558,0,-0.077207,1.3741,1,0.618,-0.8,0,-0.382
26.56,0,-0.073428,1.4537,1,0.62,-0.8,0,-0.38
27.563,0,-0.069649,1.5333,1,0.622,-0.8,0,-0.378
27.943,0,-0.062565,1.5649,1,0.624,-0.8,0,-0.376
28.169,0,-0.054668,1.5845,1,0.626,-0.8,0,-0.374
28.396,-9.7455e-34,-0.04677,1.6041,1,0.628,-0.8,0,-0.372
28.622,2.2668e-34,-0.038871,1.6238,1,0.63,-0.8,0,-0.37
28.848,2.6216e-35,-0.030973,1.6434,1,0.632,-0.8,0,-0.368
29.075,-7.895e-20,-0.023075,1.663,1,0.634,-0.8,0,-0.366
29.301,0,-0.015177,1.6826,1,0.636,-0.8,0,-0.364
29.528,-3.1775e-34,-0.0072781,1.7023,1,0.638,-0.8,0,-0.362
29.754,-1.1354e-33,0.00062037,1.7219,1,0.64,-0.8,0,-0.36
29.981,-1.9996e-33,0.008519,1.7415,1,0.642,-0.8,0,-0.358
30.207,0,0.016418,1.7611,1,0.644,-0.8,0,-0.356
30.284,0,0.015981,1.7957,1,0.646,-0.8,0,-0.354
30.298,1.1261e-33,0.012048,1.8365,1,0.648,-0.8,0,-0.352
30.312,6.5163e-34,0.0081153,1.8773,1,0.65,-0.8,0,-0.35
30.326,0,0.0041823,1.9181,1,0.652,-0.8,0,-0.348
30.34,0,0.00024947,1.9589,1,0.654,-0.8,0,-0.346
30.354,-4.4763e-21,-0.0036832,1.9997,1,0.656,-0.8,0,-0.344
30.368,1.2574e-34,-0.0076159,2.0405,1,0.658,-0.8,0,-0.342
30.381,5.4724e-34,-0.011549,2.0812,1,0.66,-0.8,0,-0.34
30.395,0,-0.015481,2.122,1,0.662,-0.8,0,-0.338
30.409,-2.5432e-33,-0.019414,2.1628,1,0.664,-0.8,0,-0.336
30.423,-5.4406e-33,-0.023346,2.2036,1,0.666,-0.8,0,-0.334
30.427,0,-0.024741,2.2299,1,0.668,-0.8,0,-0.332
30.424,-5.2016e-33,-0.024497,2.2469,1,0.67,-0.8,0,-0.33
30.421,2.4832e-33,-0.024252,2.2639,1,0.672,-0.8,0,-0.328
30.418,-1.1828e-33,-0.024007,2.2809,1,0.674,-0.8,0,-0.326
30.415,0,-0.023763,2.2979,1,0.676,-0.8,0,-0.324
30.412,2.0928e-20,-0.023518,2.3149,1,0.678,-0.8,0,-0.322
30.409,0,-0.023273,2.3319,1,0.68,-0.8,0,-0.32
30.406,4.7379e-34,-0.023028,2.3488,1,0.682,-0.8,0,-0.318
30.403,0,-0.022783,2.3658,1,0.684,-0.8,0,-0.316
30.4,-1.66e-33,-0.022538,2.3828,1,0.686,-0.8,0,-0.314
30.397,0,-0.022293,2.3998,1,0.688,-0.8,0,-0.312
30.395,0,-0.022995,2.4243,1,0.69,-0.8,0,-0.31
30.393,0,-0.024608,2.456,1,0.692,-0.8,0,-0.308
30.391,0,-0.02622,2.4876,1,0.694,-0.8,0,-0.306
30.389,0,-0.027832,2.5193,1,0.696,-0.8,0,-0.304
30.388,0,-0.029444,2.551,1,0.698,-0.8,0,-0.302
30.386,0,-0.031056,2.5827,1,0.7,-0.8,0,-0.3
30.384,0,-0.032668,2.6144,1,0.702,-0.8,0,-0.298
30.382,0,-0.03428,2.6461,1,0.704,-0.8,0,-0.296
30.38,0,-0.035892,2.6777,1,0.706,-0.8,0,-0.294
30.378,0,-0.037504,2.7094,1,0.708,-0.8,0,-0.292
30.376,0,-0.039115,2.7411,1,0.71,-0.8,0,-0.29
30.375,-1.6851e-34,-0.039772,2.7669,1,0.712,-0.8,0,-0.288
30.375,0,-0.039071,2.7845,1,0.714,-0.8,0,-0.286
30.374,-1.1066e-34,-0.03837,2.8021,1,0.716,-0.8,0,-0.284
30.374,0,-0.037668,2.8196,1,0.718,-0.8,0,-0.282
30.373,1.3708e-34,-0.036967,2.8372,1,0.72,-0.8,0,-0.28
30.372,-7.437e-20,-0.036265,2.8547,1,0.722,-0.8,0,-0.278
30.372,2.0436e-35,-0.035564,2.8723,1,0.724,-0.8,0,-0.276
30.371,-1.1043e-35,-0.034862,2.8898,1,0.726,-0.8,0,-0.274
30.371,0,-0.03416,2.9073,1,0.728,-0.8,0,-0.272
30.37,0,-0.033458,2.9249,1,0.73,-0.8,0,-0.27
30.37,0,-0.032756,2.9424,1,0.732,-0.8,0,-0.268
30.369,3.6386e-33,-0.032227,2.9617,1,0.734,-0.8,0,-0.266
30.369,7.4868e-33,-0.032077,2.9847,1,0.736,-0.8,0,-0.264
