"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
16.61,0,-0.54854,3.2834,1,0.57,0.6,0,-0.43
16.851,0,-0.55393,3.3455,1,0.572,0.6,0,-0.428
17.092,0,-0.55932,3.4076,1,0.574,0.6,0,-0.426
17.332,0,-0.56471,3.4697,1,0.576,0.6,0,-0.424
17.575,0,-0.56967,3.5322,1,0.578,0.6,0,-0.422
17.833,0,-0.57163,3.5972,1,0.58,0.6,0,-0.42
18.091,0,-0.5736,3.6622,1,0.582,0.6,0,-0.418
18.35,0,-0.57557,3.7272,1,0.584,0.6,0,-0.416
18.608,0,-0.57754,3.7922,1,0.586,0.6,0,-0.414
18.866,0,-0.5795,3.8571,1,0.588,0.6,0,-0.412
19.124,0,-0.58147,3.9221,1,0.59,0.6,0,-0.41
19.383,0,-0.58344,3.9871,1,0.592,0.6,0,-0.408
19.641,0,-0.58541,4.0521,1,0.594,0.6,0,-0.406
19.899,0,-0.58738,4.1171,1,0.596,0.6,0,-0.404
20.157,0,-0.58934,4.1821,1,0.598,0.6,0,-0.402
20.416,0,-0.59124,4.2471,1,0.6,0.6,0,-0.4
20.681,0,-0.58927,4.3114,1,0.602,0.6,0,-0.398
20.946,0,-0.58731,4.3757,1,0.604,0.6,0,-0.396
21.211,0,-0.58534,4.44,1,0.606,0.6,0,-0.394
21.476,0,-0.58337,4.5043,1,0.608,0.6,0,-0.392
21.741,0,-0.5814,4.5686,1,0.61,0.6,0,-0.39
22.007,0,-0.57943,4.6328,1,0.612,0.6,0,-0.388
22.272,0,-0.57747,4.6971,1,0.614,0.6,0,-0.386
22.537,0,-0.5755,4.7614,1,0.616,0.6,0,-0.384
22.802,0,-0.57353,4.8257,1,0.618,0.6,0,-0.382
23.067,0,-0.57156,4.8901,1,0.62,0.6,0,-0.38
23.332,0,-0.56959,4.9544,1,0.622,0.6,0,-0.378
23.585,0,-0.56394,5.0161,1,0.624,0.6,0,-0.376
23.837,0,-0.55791,5.0776,1,0.626,0.6,0,-0.374
24.089,0,-0.55189,5.1391,1,0.628,0.6,0,-0.372
24.34,0,-0.54586,5.2006,1,0.63,0.6,0,-0.37
24.592,0,-0.53984,5.262,1,0.632,0.6,0,-0.368
24.844,0,-0.53382,5.3235,1,0.634,0.6,0,-0.366
25.095,0,-0.52779,5.385,1,0.636,0.6,0,-0.364
25.347,0,-0.52177,5.4465,1,0.638,0.6,0,-0.362
25.599,0,-0.51575,5.508,1,0.64,0.6,0,-0.36
25.85,0,-0.50972,5.5695,1,0.642,0.6,0,-0.358
26.102,0,-0.5037,5.631,1,0.644,0.6,0,-0.356
26.314,0,-0.49559,5.6874,1,0.646,0.6,0,-0.354
26.516,0,-0.48696,5.7426,1,0.648,0.6,0,-0.352
26.718,0,-0.47833,5.7978,1,0.65,0.6,0,-0.35
26.92,0,-0.4697,5.853,1,0.652,0.6,0,-0.348
27.123,0,-0.46107,5.9082,1,0.654,0.6,0,-0.346
27.325,0,-0.45244,5.9634,1,0.656,0.6,0,-0.344
27.527,0,-0.44381,6.0186,1,0.658,0.6,0,-0.342
27.729,0,-0.43518,6.0738,1,0.66,0.6,0,-0.34
27.931,0,-0.42655,6.129,1,0.662,0.6,0,-0.338
28.133,0,-0.41792,6.1842,1,0.664,0.6,0,-0.336
28.335,0,-0.40929,6.2394,1,0.666,0.6,0,-0.334
28.478,0,-0.4016,6.286,1,0.668,0.6,0,-0.332
28.594,0,-0.39434,6.3287,1,0.67,0.6,0,-0.33
28.71,0,-0.38707,6.3714,1,0.672,0.6,0,-0.328
28.825,0,-0.3798,6.4141,1,0.674,0.6,0,-0.326
28.941,0,-0.37254,6.4569,1,0.676,0.6,0,-0.324
29.057,0,-0.36527,6.4996,1,0.678,0.6,0,-0.322
29.173,0,-0.358,6.5423,1,0.68,0.6,0,-0.32
29.289,0,-0.35074,6.585,1,0.682,0.6,0,-0.318
29.405,0,-0.34347,6.6277,1,0.684,0.6,0,-0.316
29.52,0,-0.3362,6.6704,1,0.686,0.6,0,-0.314
29.636,0,-0.32894,6.7132,1,0.688,0.6,0,-0.312
29.708,0,-0.32347,6.7507,1,0.69,0.6,0,-0.31
29.747,0,-0.3193,6.7845,1,0.692,0.6,0,-0.308
29.787,0,-0.31513,6.8182,1,0.694,0.6,0,-0.306
29.826,0,-0.31096,6.852,1,0.696,0.6,0,-0.304
29.866,0,-0.3068,6.8858,1,0.698,0.6,0,-0.302
29.905,0,-0.30263,6.9195,1,0.7,0.6,0,-0.3
29.945,0,-0.29846,6.9533,1,0.702,0.6,0,-0.298
29.984,0,-0.29429,6.9871,1,0.704,0.6,0,-0.296
30.024,0,-0.29013,7.0208,1,0.706,0.6,0,-0.294
30.063,0,-0.28596,7.0546,1,0.708,0.6,0,-0.292
30.103,0,-0.28179,7.0883,1,0.71,0.6,0,-0.29
30.127,0,-0.27827,7.1199,1,0.712,0.6,0,-0.288
30.135,0,-0.2755,7.1488,1,0.714,0.6,0,-0.286
30.142,0,-0.27272,7.1778,1,0.716,0.6,0,-0.284
30.15,0,-0.26994,7.2067,1,0.718,0.6,0,-0.282
30.157,0,-0.26716,7.2357,1,0.72,0.6,0,-0.28
30.165,0,-0.26439,7.2647,1,0.722,0.6,0,-0.278
30.172,0,-0.26161,7.2936,1,0.724,0.6,0,-0.276
30.179,0,-0.25883,7.3226,1,0.726,0.6,0,-0.274
30.187,0,-0.25605,7.3515,1,0.728,0.6,0,-0.272
30.194,0,-0.25327,7.3805,1,0.73,0.6,0,-0.27
30.202,0,-0.2505,7.4095,1,0.732,0.6,0,-0.268
30.207,0,-0.24783,7.4364,1,0.734,0.6,0,-0.266
30.208,0,-0.24537,7.4596,1,0.736,0.6,0,-0.264
30.208,0,-0.24291,7.4828,1,0.738,0.6,0,-0.262
30.209,0,-0.24045,7.506,1,0.74,0.6,0,-0.26
30.21,0,-0.23799,7.5292,1,0.742,0.6,0,-0.258
30.21,0,-0.23553,7.5524,1,0.744,0.6,0,-0.256
30.211,0,-0.23307,7.5757,1,0.746,0.6,0,-0.254
30.212,0,-0.23061,7.5989,1,0.748,0.6,0,-0.252
30.213,0,-0.22815,7.6221,1,0.75,0.6,0,-0.25
30.213,0,-0.22568,7.6453,1,0.752,0.6,0,-0.248
30.214,0,-0.22322,7.6685,1,0.754,0.6,0,-0.246
30.215,0,-0.2208,7.6906,1,0.756,0.6,0,-0.244
30.214,0,-0.21851,7.709,1,0.758,0.6,0,-0.242
30.214,0,-0.21621,7.7275,1,0.76,0.6,0,-0.24
30.214,0,-0.21391,7.746,1,0.762,0.6,0,-0.238
30.214,0,-0.21161,7.7644,1,0.764,0.6,0,-0.236
30.213,0,-0.20932,7.7829,1,0.766,0.6,0,-0.234
30.213,0,-0.20702,7.8014,1,0.768,0.6,0,-0.232
30.213,0,-0.20472,7.8198,1,0.77,0.6,0,-0.23
30.213,0,-0.20243,7.8383,1,0.772,0.6,0,-0.228
30.212,0,-0.20013,7.8567,1,0.774,0.6,0,-0.226
30.212,0,-0.19783,7.8752,1,0.776,0.6,0,-0.224
30.212,0,-0.19555,7.8931,1,0.778,0.6,0,-0.222
30.211,0,-0.19339,7.9075,1,0.78,0.6,0,-0.22
30.211,0,-0.19123,7.922,1,0.782,0.6,0,-0.218
30.211,0,-0.18908,7.9364,1,0.784,0.6,0,-0.216
30.21,0,-0.18692,7.9508,1,0.786,0.6,0,-0.214
30.21,0,-0.18476,7.9652,1,0.788,0.6,0,-0.212
30.21,0,-0.1826,7.9797,1,0.79,0.6,0,-0.21
30.209,0,-0.18044,7.9941,1,0.792,0.6,0,-0.208
30.209,0,-0.17828,8.0085,1,0.794,0.6,0,-0.206
30.209,0,-0.17612,8.0229,1,0.796,0.6,0,-0.204
30.208,0,-0.17396,8.0374,1,0.798,0.6,0,-0.202
