# y+ ()       
# Time        	patch         	min           	max           	average       
250           	collector_ext	1.258139e-01	6.702818e+01	9.559978e+00
250           	diffuser_int	2.830835e+00	3.115894e+02	9.296217e+01
250           	diffuser_ext	2.455325e-02	5.641077e+01	4.799992e+00
260           	nozzle_int	1.579962e-01	8.877331e+02	3.092633e+01
260           	nozzle_ext	2.067634e-03	9.346642e+01	1.295439e+00
260           	collector_int	7.190060e+00	6.376152e+02	1.314680e+02
260           	collector_ext	1.948863e-01	6.702196e+01	9.560565e+00
260           	diffuser_int	4.062525e+00	3.117656e+02	9.298322e+01
260           	diffuser_ext	1.235503e-02	5.641315e+01	4.789967e+00
270           	nozzle_int	1.582094e-01	8.877390e+02	3.092663e+01
270           	nozzle_ext	5.700795e-03	9.346653e+01	1.296603e+00
270           	collector_int	7.170274e+00	6.375671e+02	1.314721e+02
270           	collector_ext	6.055896e-02	6.701372e+01	9.553879e+00
270           	diffuser_int	3.516107e+00	3.117379e+02	9.305095e+01
270           	diffuser_ext	4.633463e-02	5.640306e+01	4.781899e+00
280           	nozzle_int	1.584914e-01	8.877449e+02	3.092690e+01
280           	nozzle_ext	5.387042e-03	9.346658e+01	1.297983e+00
280           	collector_int	7.157812e+00	6.375567e+02	1.314787e+02
280           	collector_ext	1.797804e-01	6.700438e+01	9.551380e+00
280           	diffuser_int	3.588119e+00	3.117385e+02	9.312826e+01
280           	diffuser_ext	2.464175e-02	5.639982e+01	4.776399e+00
290           	nozzle_int	1.588353e-01	8.877497e+02	3.092754e+01
290           	nozzle_ext	3.154717e-03	9.346653e+01	1.299312e+00
290           	collector_int	7.150256e+00	6.375426e+02	1.314855e+02
290           	collector_ext	1.669930e-01	6.699859e+01	9.550637e+00
290           	diffuser_int	3.456340e+00	3.117599e+02	9.318399e+01
290           	diffuser_ext	2.157648e-02	5.639486e+01	4.772970e+00
300           	nozzle_int	1.591914e-01	8.877554e+02	3.092776e+01
300           	nozzle_ext	7.461756e-03	9.346652e+01	1.300794e+00
