"U:0","U:1","U:2","p","vtkValidPointMask","arc_length"
30.324,0,-0.00088536,4.2334,1,4.304
30.321,0,-0.00088472,4.3021,1,4.312
30.319,0,-0.00088407,4.376,1,4.32
30.317,0,-0.00088343,4.4499,1,4.328
30.314,-2.7874e-22,-0.00088278,4.5259,1,4.336
30.312,1.687e-25,-0.00088214,4.606,1,4.344
30.309,-2.7804e-22,-0.0008815,4.686,1,4.352
30.306,2.2055e-22,-0.00088086,4.7697,1,4.36
30.303,-2.3791e-23,-0.00088023,4.8563,1,4.368
30.301,-3.0224e-23,-0.0008796,4.9429,1,4.376
30.298,0,-0.00087897,5.0349,1,4.384
30.294,0,-0.00087835,5.1283,1,4.392
30.291,0,-0.00087772,5.2218,1,4.4
30.288,0,-0.00087712,5.3224,1,4.408
30.285,0,-0.00087652,5.423,1,4.416
30.281,0,-0.00087593,5.5252,1,4.424
30.278,0,-0.00087538,5.6333,1,4.432
30.274,0,-0.00087482,5.7413,1,4.44
30.271,0,-0.00087427,5.8527,1,4.448
30.267,0,-0.00087374,5.9683,1,4.456
30.263,0,-0.0008732,6.0839,1,4.464
30.259,0,-0.00087267,6.2046,1,4.472
30.255,0,-0.00087215,6.328,1,4.48
30.251,0,-0.00087162,6.4513,1,4.488
30.247,0,-0.00087112,6.5814,1,4.496
30.242,0,-0.00087062,6.7125,1,4.504
30.238,-4.9344e-21,-0.00087012,6.8443,1,4.512
30.234,3.0354e-22,-0.00086966,6.983,1,4.52
30.229,-4.5599e-21,-0.0008692,7.1217,1,4.528
30.224,9.738e-22,-0.00086875,7.2628,1,4.536
30.22,3.123e-25,-0.00086832,7.4088,1,4.544
30.215,8.3248e-22,-0.00086789,7.5549,1,4.552
30.21,0,-0.00086747,7.7048,1,4.56
30.205,0,-0.00086706,7.8578,1,4.568
30.2,0,-0.00086665,8.0108,1,4.576
30.195,0,-0.00086625,8.1687,1,4.584
30.189,0,-0.00086586,8.3281,1,4.592
30.184,0,-0.00086547,8.4875,1,4.6
30.179,-8.9504e-22,-0.0008651,8.6524,1,4.608
30.173,-2.0415e-21,-0.00086474,8.8174,1,4.616
30.168,-1.9693e-20,-0.00086437,8.9833,1,4.624
30.162,-3.7563e-22,-0.00086402,9.1528,1,4.632
30.157,-8.6533e-21,-0.00086367,9.3223,1,4.64
30.151,0,-0.00086331,9.4932,1,4.648
30.145,0,-0.00086296,9.666,1,4.656
30.14,0,-0.0008626,9.8387,1,4.664
30.134,0,-0.00086225,10.013,1,4.672
30.128,0,-0.00086189,10.187,1,4.68
30.122,0,-0.00086153,10.362,1,4.688
30.117,-5.0324e-22,-0.00086116,10.536,1,4.696
30.111,-2.8888e-22,-0.00086079,10.711,1,4.704
30.105,6.8508e-36,-0.00086041,10.886,1,4.712
30.099,-8.1764e-22,-0.00086001,11.058,1,4.72
30.094,0,-0.0008596,11.231,1,4.728
30.088,0,-0.00085918,11.403,1,4.736
30.082,0,-0.00085872,11.572,1,4.744
30.077,0,-0.00085826,11.741,1,4.752
30.071,0,-0.00085775,11.907,1,4.76
30.066,0,-0.0008572,12.07,1,4.768
30.061,0,-0.00085666,12.233,1,4.776
30.055,2.2684e-21,-0.00085603,12.39,1,4.784
30.05,7.4069e-21,-0.00085537,12.545,1,4.792
30.045,-8.0227e-36,-0.00085471,12.7,1,4.8
30.04,-1.1736e-21,-0.00085389,12.845,1,4.808
30.036,-2.5095e-36,-0.00085307,12.991,1,4.816
30.031,0,-0.00085219,13.133,1,4.824
30.027,0,-0.00085114,13.267,1,4.832
30.022,0,-0.00085009,13.401,1,4.84
30.018,0,-0.00084892,13.529,1,4.848
30.014,0,-0.00084757,13.65,1,4.856
30.01,0,-0.00084623,13.771,1,4.864
30.006,0,-0.00084467,13.884,1,4.872
30.003,0,-0.00084298,13.992,1,4.88
29.999,0,-0.00084129,14.1,1,4.888
29.996,-3.4647e-20,-0.00083924,14.196,1,4.896
29.993,0,-0.00083713,14.291,1,4.904
29.99,0,-0.00083497,14.385,1,4.912
29.987,0,-0.00083236,14.468,1,4.92
29.984,0,-0.00082975,14.552,1,4.928
29.981,0,-0.00082697,14.632,1,4.936
29.979,0,-0.00082382,14.706,1,4.944
29.976,0,-0.00082066,14.78,1,4.952
29.974,0,-0.00081719,14.85,1,4.96
29.972,0,-0.00081345,14.918,1,4.968
29.97,0,-0.00080971,14.985,1,4.976
29.967,0,-0.00080551,15.052,1,4.984
29.965,0,-0.00080118,15.118,1,4.992
29.963,0,-0.00079684,15.184,1,5
29.961,0,-0.00079192,15.254,1,5.008
29.958,0,-0.000787,15.323,1,5.016
29.956,0,-0.00078195,15.395,1,5.024
29.953,0,-0.00077647,15.475,1,5.032
29.95,0,-0.00077099,15.554,1,5.04
29.947,0,-0.00076529,15.64,1,5.048
29.944,0,-0.0007593,15.736,1,5.056
29.941,0,-0.00075331,15.832,1,5.064
29.937,0,-0.00074703,15.943,1,5.072
29.933,0,-0.0007406,16.062,1,5.08
29.929,0,-0.00073417,16.181,1,5.088
29.924,0,-0.00072743,16.325,1,5.096
29.919,0,-0.00072064,16.474,1,5.104
29.914,0,-0.00071382,16.626,1,5.112
29.908,0,-0.00070677,16.809,1,5.12
29.902,0,-0.00069971,16.993,1,5.128
29.895,0,-0.00069259,17.19,1,5.136
29.888,0,-0.00068535,17.414,1,5.144
29.88,0,-0.00067812,17.638,1,5.152
29.872,0,-0.00067083,17.887,1,5.16
29.863,0,-0.00066351,18.156,1,5.168
29.854,0,-0.00065618,18.426,1,5.176
29.844,0,-0.00064886,18.732,1,5.184
29.833,0,-0.00064153,19.049,1,5.192
29.822,0,-0.00063421,19.366,1,5.2
29.81,0,-0.00062696,19.733,1,5.208
29.798,0,-0.00061971,20.1,1,5.216
29.785,0,-0.0006125,20.479,1,5.224
29.771,0,-0.00060539,20.898,1,5.232
29.757,0,-0.00059828,21.317,1,5.24
29.742,0,-0.00059126,21.759,1,5.248
29.726,0,-0.00058435,22.23,1,5.256
29.71,0,-0.00057744,22.701,1,5.264
29.693,0,-0.00057067,23.206,1,5.272
29.676,0,-0.00056399,23.73,1,5.28
29.658,0,-0.0005573,24.253,1,5.288
29.639,0,-0.00055083,24.822,1,5.296
29.62,0,-0.00054438,25.396,1,5.304
29.6,0,-0.00053796,25.976,1,5.312
29.579,0,-0.00053175,26.602,1,5.32
29.558,0,-0.00052553,27.227,1,5.328
29.536,0,-0.00051939,27.869,1,5.336
29.513,0,-0.00051339,28.543,1,5.344
29.491,0,-0.00050739,29.218,1,5.352
29.467,0,-0.00050149,29.919,1,5.36
29.442,0,-0.00049566,30.642,1,5.368
29.418,0,-0.00048984,31.365,1,5.376
29.392,0,-0.0004841,32.123,1,5.384
29.366,0,-0.00047839,32.893,1,5.392
29.34,0,-0.00047269,33.662,1,5.4
29.312,0,-0.00046704,34.476,1,5.408
29.284,0,-0.00046139,35.29,1,5.416
29.256,0,-0.00045574,36.113,1,5.424
29.227,0,-0.00045008,36.97,1,5.432
29.198,0,-0.00044443,37.827,1,5.44
29.168,0,-0.00043872,38.702,1,5.448
29.137,0,-0.00043294,39.599,1,5.456
29.106,0,-0.00042716,40.497,1,5.464
29.074,0,-0.00042122,41.421,1,5.472
29.042,0,-0.00041519,42.357,1,5.48
29.01,0,-0.00040916,43.293,1,5.488
28.977,0,-0.00040285,44.261,1,5.496
28.943,0,-0.00039651,45.234,1,5.504
28.91,0,-0.00039013,46.21,1,5.512
28.875,0,-0.00038341,47.215,1,5.52
28.84,0,-0.00037669,48.22,1,5.528
28.805,0,-0.00036982,49.235,1,5.536
28.769,0,-0.00036266,50.271,1,5.544
28.733,0,-0.0003555,51.306,1,5.552
28.696,0,-0.00034806,52.355,1,5.56
28.66,0,-0.00034041,53.416,1,5.568
28.623,0,-0.00033276,54.477,1,5.576
28.585,0,-0.00032471,55.555,1,5.584
28.547,0,-0.00031655,56.638,1,5.592
28.509,0,-0.00030839,57.721,1,5.6
28.471,0,-0.00029972,58.821,1,5.608
28.432,0,-0.00029105,59.92,1,5.616
28.393,3.7596e-35,-0.00028227,61.023,1,5.624
28.354,-2.4721e-20,-0.00027311,62.135,1,5.632
28.315,1.0382e-19,-0.00026396,63.247,1,5.64
28.276,0,-0.0002546,64.362,1,5.648
28.236,0,-0.00024499,65.481,1,5.656
28.197,0,-0.00023538,66.601,1,5.664
28.157,0,-0.0002255,67.721,1,5.672
28.117,0,-0.00021549,68.841,1,5.68
28.077,0,-0.00020549,69.962,1,5.688
28.038,0,-0.0001952,71.079,1,5.696
27.998,0,-0.00018488,72.197,1,5.704
27.958,0,-0.00017454,73.313,1,5.712
27.918,0,-0.00016399,74.421,1,5.72
27.879,0,-0.00015344,75.53,1,5.728
27.839,0,-0.00014284,76.634,1,5.736
27.8,0,-0.00013213,77.729,1,5.744
27.761,0,-0.00012142,78.825,1,5.752
27.722,0,-0.00011066,79.91,1,5.76
27.683,0,-9.9864e-05,80.988,1,5.768
27.644,0,-8.9068e-05,82.066,1,5.776
27.605,0,-7.8259e-05,83.127,1,5.784
27.567,0,-6.7446e-05,84.184,1,5.792
27.529,0,-5.6633e-05,85.241,1,5.8
27.491,0,-4.5877e-05,86.274,1,5.808
27.454,0,-3.512e-05,87.307,1,5.816
27.417,0,-2.4387e-05,88.334,1,5.824
27.38,0,-1.3733e-05,89.341,1,5.832
27.343,0,-3.078e-06,90.347,1,5.84
27.307,0,7.4783e-06,91.341,1,5.848
27.271,0,1.7916e-05,92.32,1,5.856
27.235,0,2.8355e-05,93.298,1,5.864
27.2,0,3.8635e-05,94.257,1,5.872
27.165,0,4.8839e-05,95.206,1,5.88
27.13,0,5.9044e-05,96.155,1,5.888
27.096,0,6.8987e-05,97.077,1,5.896
27.062,0,7.8901e-05,97.997,1,5.904
27.028,0,8.8775e-05,98.912,1,5.912
26.996,0,9.8351e-05,99.801,1,5.92
26.963,0,0.00010793,100.69,1,5.928
26.93,0,0.00011738,101.57,1,5.936
26.898,0,0.00012659,102.43,1,5.944
26.866,0,0.00013581,103.29,1,5.952
26.835,0,0.00014481,104.13,1,5.96
26.804,0,0.00015365,104.96,1,5.968
26.773,0,0.0001625,105.79,1,5.976
26.743,0,0.00017106,106.59,1,5.984
26.713,0,0.00017955,107.39,1,5.992
26.683,0,0.00018804,108.19,1,6
26.654,0,0.00019618,108.96,1,6.008
26.625,0,0.00020432,109.74,1,6.016
26.597,0,0.0002124,110.5,1,6.024
26.569,0,0.00022026,111.25,1,6.032
26.541,0,0.00022812,111.99,1,6.04
26.513,0,0.00023586,112.72,1,6.048
26.486,0,0.00024347,113.44,1,6.056
26.459,0,0.00025107,114.16,1,6.064
26.432,0,0.00025852,114.86,1,6.072
26.406,0,0.00026589,115.56,1,6.08
26.38,0,0.00027327,116.25,1,6.088
26.354,0,0.00028048,116.92,1,6.096
26.329,0,0.00028768,117.59,1,6.104
26.304,0,0.00029486,118.26,1,6.112
26.279,0,0.00030193,118.91,1,6.12
26.254,0,0.00030901,119.55,1,6.128
26.23,0,0.00031606,120.19,1,6.136
26.206,0,0.00032305,120.82,1,6.144
26.182,0,0.00033005,121.45,1,6.152
26.159,0,0.00033703,122.06,1,6.16
26.136,0,0.00034399,122.67,1,6.168
26.112,0,0.00035095,123.27,1,6.176
26.09,0,0.00035792,123.86,1,6.184
26.067,0,0.00036489,124.45,1,6.192
26.045,0,0.00037185,125.04,1,6.2
26.023,0,0.00037885,125.61,1,6.208
26.001,0,0.00038584,126.18,1,6.216
25.979,0,0.00039284,126.74,1,6.224
25.958,0,0.00039988,127.29,1,6.232
25.937,0,0.00040692,127.84,1,6.24
25.916,0,0.00041397,128.39,1,6.248
25.895,0,0.00042104,128.93,1,6.256
25.875,0,0.00042812,129.46,1,6.264
25.854,0,0.00043522,129.99,1,6.272
25.834,0,0.00044234,130.51,1,6.28
25.814,0,0.00044947,131.03,1,6.288
25.794,0,0.00045661,131.54,1,6.296
25.775,0,0.00046375,132.05,1,6.304
25.755,0,0.00047089,132.56,1,6.312
25.736,0,0.00047803,133.05,1,6.32
25.717,0,0.00048517,133.54,1,6.328
25.697,0,0.00049231,134.03,1,6.336
25.679,0,0.00049945,134.52,1,6.344
25.66,0,0.00050658,135,1,6.352
25.641,0,0.00051372,135.48,1,6.36
25.623,0,0.00052085,135.95,1,6.368
25.605,0,0.00052798,136.42,1,6.376
25.587,0,0.00053514,136.88,1,6.384
25.569,0,0.00054229,137.34,1,6.392
25.551,0,0.00054945,137.8,1,6.4
25.533,0,0.00055666,138.25,1,6.408
25.516,0,0.00056387,138.7,1,6.416
25.498,0,0.00057111,139.15,1,6.424
25.481,0,0.00057842,139.59,1,6.432
25.464,0,0.00058574,140.03,1,6.44
25.446,0,0.00059313,140.46,1,6.448
25.43,0,0.00060062,140.9,1,6.456
25.413,0,0.0006081,141.33,1,6.464
25.396,0,0.00061576,141.75,1,6.472
25.379,0,0.00062349,142.18,1,6.48
25.363,0,0.00063122,142.6,1,6.488
25.346,0,0.00063925,143.02,1,6.496
25.33,0,0.00064732,143.43,1,6.504
25.313,0,0.00065544,143.85,1,6.512
25.297,0,0.00066394,144.25,1,6.52
25.281,0,0.00067245,144.66,1,6.528
25.265,0,0.00068114,145.07,1,6.536
25.249,0,0.00069019,145.47,1,6.544
25.234,0,0.00069925,145.87,1,6.552
25.218,0,0.00070868,146.27,1,6.56
25.202,0,0.00071841,146.66,1,6.568
25.187,0,0.00072814,147.06,1,6.576
25.171,0,0.00073849,147.45,1,6.584
25.156,0,0.00074902,147.83,1,6.592
25.14,0,0.00075955,148.22,1,6.6
25.125,0,0.000771,148.6,1,6.608
25.11,0,0.00078245,148.99,1,6.616
25.095,0,0.00079414,149.37,1,6.624
25.08,0,0.00080661,149.75,1,6.632
25.065,0,0.00081909,150.12,1,6.64
25.05,0,0.00083208,150.5,1,6.648
25.035,0,0.0008457,150.87,1,6.656
25.02,0,0.00085931,151.24,1,6.664
25.006,0,0.00087374,151.61,1,6.672
24.991,0,0.00088857,151.98,1,6.68
24.976,0,0.0009034,152.35,1,6.688
24.962,0,0.00091937,152.71,1,6.696
24.947,0,0.00093548,153.07,1,6.704
24.933,0,0.00095174,153.43,1,6.712
24.918,0,0.00096916,153.79,1,6.72
24.904,0,0.00098658,154.15,1,6.728
24.89,0,0.0010045,154.51,1,6.736
24.876,0,0.0010233,154.86,1,6.744
24.861,0,0.0010422,155.22,1,6.752
24.847,0,0.0010618,155.57,1,6.76
24.833,0,0.0010821,155.92,1,6.768
24.819,0,0.0011024,156.27,1,6.776
24.805,0,0.0011238,156.62,1,6.784
24.791,0,0.0011456,156.97,1,6.792
24.777,0,0.0011674,157.31,1,6.8
24.763,0,0.0011907,157.66,1,6.808
24.749,0,0.001214,158,1,6.816
24.736,0,0.0012377,158.34,1,6.824
24.722,0,0.0012626,158.68,1,6.832
24.708,0,0.0012875,159.02,1,6.84
24.694,0,0.0013131,159.36,1,6.848
24.681,0,0.0013395,159.7,1,6.856
24.667,0,0.001366,160.04,1,6.864
24.654,0,0.0013935,160.37,1,6.872
24.64,0,0.0014215,160.71,1,6.88
24.627,0,0.0014496,161.04,1,6.888
24.613,0,0.0014791,161.38,1,6.896
24.6,0,0.0015087,161.71,1,6.904
24.586,0,0.0015385,162.04,1,6.912
24.573,0,0.0015697,162.37,1,6.92
24.559,0,0.0016009,162.7,1,6.928
24.546,0,0.0016327,163.03,1,6.936
24.533,0,0.0016654,163.36,1,6.944
24.519,0,0.0016982,163.69,1,6.952
24.506,0,0.0017318,164.02,1,6.96
24.493,0,0.0017661,164.34,1,6.968
24.479,0,0.0018005,164.67,1,6.976
24.466,0,0.001836,164.99,1,6.984
24.453,0,0.0018718,165.32,1,6.992
24.44,0,0.0019076,165.64,1,7
24.427,0,0.0019449,165.96,1,7.008
24.413,0,0.0019823,166.29,1,7.016
24.4,0,0.0020199,166.61,1,7.024
24.387,0,0.0020587,166.93,1,7.032
24.374,0,0.0020974,167.25,1,7.04
24.361,0,0.0021368,167.58,1,7.048
24.348,0,0.0021769,167.9,1,7.056
24.335,0,0.002217,168.22,1,7.064
24.322,0,0.0022579,168.54,1,7.072
24.308,0,0.0022993,168.86,1,7.08
24.295,0,0.0023406,169.18,1,7.088
24.282,0,0.002383,169.5,1,7.096
24.269,0,0.0024256,169.82,1,7.104
24.256,0,0.0024683,170.13,1,7.112
24.243,0,0.002512,170.45,1,7.12
24.23,0,0.0025557,170.77,1,7.128
24.217,0,0.0025999,171.09,1,7.136
24.203,0,0.0026447,171.41,1,7.144
24.19,0,0.0026896,171.73,1,7.152
24.177,0,0.0027351,172.05,1,7.16
24.164,0,0.0027812,172.37,1,7.168
24.151,0,0.0028272,172.69,1,7.176
24.138,0,0.0028742,173.01,1,7.184
24.124,0,0.0029214,173.33,1,7.192
24.111,0,0.0029687,173.65,1,7.2
24.098,0,0.0030172,173.97,1,7.208
24.085,0,0.0030658,174.29,1,7.216
24.071,0,0.0031146,174.61,1,7.224
24.058,0,0.0031645,174.94,1,7.232
24.045,0,0.0032145,175.26,1,7.24
24.031,0,0.003265,175.58,1,7.248
24.018,0,0.0033164,175.91,1,7.256
24.004,0,0.0033678,176.23,1,7.264
23.991,0,0.0034202,176.56,1,7.272
23.977,0,0.0034731,176.89,1,7.28
23.964,0,0.003526,177.21,1,7.288
23.95,0,0.0035804,177.54,1,7.296
23.936,0,0.003635,177.87,1,7.304
23.923,0,0.0036897,178.2,1,7.312
23.909,0,0.0037459,178.53,1,7.32
23.895,0,0.0038021,178.87,1,7.328
23.881,0,0.0038589,179.2,1,7.336
23.867,0,0.0039168,179.54,1,7.344
23.853,0,0.0039747,179.87,1,7.352
23.839,0,0.0040336,180.21,1,7.36
23.824,0,0.0040932,180.56,1,7.368
23.81,0,0.0041529,180.9,1,7.376
23.796,0,0.0042139,181.24,1,7.384
23.781,0,0.0042752,181.59,1,7.392
23.767,0,0.0043366,181.93,1,7.4
23.752,0,0.0043997,182.29,1,7.408
23.737,0,0.0044629,182.64,1,7.416
23.722,0,0.0045264,182.99,1,7.424
23.707,0,0.0045913,183.35,1,7.432
23.692,-1.4886e-18,0.0046562,183.71,1,7.44
23.677,0,0.0047219,184.07,1,7.448
23.662,0,0.0047887,184.43,1,7.456
23.646,0,0.0048554,184.8,1,7.464
23.631,-1.382e-18,0.0049234,185.17,1,7.472
23.615,0,0.0049921,185.54,1,7.48
23.599,0,0.0050607,185.92,1,7.488
23.583,0,0.0051311,186.3,1,7.496
23.567,0,0.0052017,186.68,1,7.504
23.551,0,0.0052724,187.06,1,7.512
23.534,0,0.005345,187.46,1,7.52
23.518,0,0.0054176,187.85,1,7.528
23.501,0,0.0054907,188.24,1,7.536
23.484,0,0.0055652,188.65,1,7.544
23.467,0,0.0056398,189.05,1,7.552
23.449,0,0.0057152,189.46,1,7.56
23.432,0,0.0057916,189.87,1,7.568
23.414,0,0.005868,190.29,1,7.576
23.396,0,0.0059458,190.71,1,7.584
23.378,0,0.006024,191.14,1,7.592
23.36,0,0.0061023,191.57,1,7.6
23.341,0,0.0061822,192.01,1,7.608
23.322,-7.527e-19,0.0062623,192.45,1,7.616
23.303,0,0.0063425,192.89,1,7.624
23.284,0,0.0064244,193.35,1,7.632
23.264,-6.2068e-19,0.0065063,193.8,1,7.64
23.245,0,0.0065887,194.27,1,7.648
23.224,0,0.0066725,194.74,1,7.656
23.204,0,0.0067562,195.21,1,7.664
23.183,0,0.006841,195.69,1,7.672
23.162,0,0.0069267,196.18,1,7.68
23.141,0,0.0070125,196.67,1,7.688
23.12,-8.3634e-19,0.0070999,197.17,1,7.696
23.098,0,0.0071879,197.68,1,7.704
23.076,0,0.007276,198.19,1,7.712
23.053,-1.1748e-19,0.0073665,198.71,1,7.72
23.031,-1.2368e-19,0.0074571,199.24,1,7.728
23.008,0,0.0075482,199.77,1,7.736
22.984,0,0.0076418,200.32,1,7.744
22.96,5.5413e-19,0.0077353,200.86,1,7.752
22.936,0,0.00783,201.42,1,7.76
22.912,0,0.0079266,201.99,1,7.768
22.887,0,0.0080233,202.55,1,7.776
22.862,2.4786e-18,0.0081218,203.13,1,7.784
22.836,4.1742e-19,0.0082217,203.72,1,7.792
22.81,0,0.0083216,204.31,1,7.8
22.784,0,0.0084239,204.92,1,7.808
22.757,1.8341e-18,0.0085271,205.53,1,7.816
22.73,0,0.0086302,206.14,1,7.824
22.703,0,0.0087362,206.78,1,7.832
22.675,0,0.0088423,207.41,1,7.84
22.647,0,0.0089489,208.05,1,7.848
22.618,0,0.0090577,208.71,1,7.856
22.589,0,0.0091665,209.37,1,7.864
22.559,0,0.0092762,210.03,1,7.872
22.529,0,0.0093874,210.72,1,7.88
22.5,0,0.0094985,211.4,1,7.888
22.468,0,0.0096107,212.09,1,7.896
22.437,0,0.0097237,212.8,1,7.904
22.405,0,0.0098367,213.5,1,7.912
22.374,0,0.0099519,214.23,1,7.92
22.343,0,0.010068,214.98,1,7.928
22.312,0,0.010183,215.72,1,7.936
22.273,0,0.010295,216.44,1,7.944
22.233,0,0.010407,217.15,1,7.952
22.199,0,0.010526,217.92,1,7.96
22.18,0,0.010666,218.84,1,7.968
22.162,0,0.010806,219.75,1,7.976
22.142,0,0.010922,220.52,1,7.984
22.122,0,0.011014,221.14,1,7.992
22.03,0.010652,0.011106,221.76,1,8
