Time,Ux,Uy,Uz,p
643,7.21E-06,2.45E-05,2.03E-05,6.80E-07
644,7.16E-06,2.44E-05,2.02E-05,6.81E-07
645,7.12E-06,2.43E-05,2.01E-05,6.82E-07
646,7.08E-06,2.42E-05,2.01E-05,6.83E-07
647,7.04E-06,2.41E-05,2.00E-05,6.85E-07
648,7.00E-06,2.40E-05,1.99E-05,6.86E-07
649,6.97E-06,2.39E-05,1.98E-05,6.87E-07
650,6.93E-06,2.38E-05,1.98E-05,6.88E-07
651,6.89E-06,2.37E-05,1.97E-05,6.89E-07
652,6.85E-06,2.36E-05,1.96E-05,6.91E-07
653,6.81E-06,2.35E-05,1.96E-05,6.92E-07
654,6.78E-06,2.34E-05,1.95E-05,6.93E-07
655,6.74E-06,2.33E-05,1.95E-05,6.95E-07
656,6.71E-06,2.32E-05,1.94E-05,6.96E-07
657,6.67E-06,2.31E-05,1.93E-05,6.97E-07
658,6.64E-06,2.30E-05,1.93E-05,6.99E-07
659,6.60E-06,2.29E-05,1.92E-05,7.00E-07
660,6.57E-06,2.28E-05,1.92E-05,7.02E-07
661,6.54E-06,2.27E-05,1.91E-05,7.03E-07
662,6.50E-06,2.26E-05,1.90E-05,7.04E-07
663,6.47E-06,2.25E-05,1.90E-05,7.06E-07
664,6.44E-06,2.24E-05,1.89E-05,7.07E-07
665,6.41E-06,2.24E-05,1.88E-05,7.09E-07
666,6.38E-06,2.23E-05,1.88E-05,7.10E-07
667,6.35E-06,2.22E-05,1.87E-05,7.11E-07
668,6.32E-06,2.21E-05,1.86E-05,7.13E-07
669,6.29E-06,2.20E-05,1.86E-05,7.14E-07
670,6.26E-06,2.19E-05,1.85E-05,7.16E-07
671,6.23E-06,2.18E-05,1.85E-05,7.17E-07
672,6.20E-06,2.18E-05,1.84E-05,7.18E-07
673,6.18E-06,2.17E-05,1.84E-05,7.20E-07
674,6.15E-06,2.16E-05,1.83E-05,7.21E-07
675,6.12E-06,2.15E-05,1.83E-05,7.23E-07
676,6.10E-06,2.14E-05,1.82E-05,7.24E-07
677,6.07E-06,2.13E-05,1.81E-05,7.26E-07
678,6.04E-06,2.13E-05,1.81E-05,7.27E-07
679,6.02E-06,2.12E-05,1.80E-05,7.29E-07
680,5.99E-06,2.11E-05,1.80E-05,7.30E-07
681,5.97E-06,2.10E-05,1.79E-05,7.31E-07
682,5.95E-06,2.09E-05,1.78E-05,7.33E-07
683,5.92E-06,2.09E-05,1.78E-05,7.34E-07
684,5.90E-06,2.08E-05,1.77E-05,7.36E-07
685,5.88E-06,2.07E-05,1.77E-05,7.37E-07
686,5.85E-06,2.06E-05,1.76E-05,7.39E-07
687,5.83E-06,2.05E-05,1.76E-05,7.40E-07
688,5.81E-06,2.04E-05,1.75E-05,7.42E-07
689,5.79E-06,2.04E-05,1.75E-05,7.43E-07
690,5.77E-06,2.03E-05,1.74E-05,7.45E-07
691,5.75E-06,2.02E-05,1.74E-05,7.46E-07
692,5.72E-06,2.01E-05,1.73E-05,7.48E-07
693,5.70E-06,2.01E-05,1.73E-05,7.50E-07
694,5.68E-06,2.00E-05,1.72E-05,7.51E-07
695,5.67E-06,1.99E-05,1.72E-05,7.53E-07
696,5.65E-06,1.98E-05,1.71E-05,7.55E-07
697,5.63E-06,1.98E-05,1.70E-05,7.56E-07
698,5.61E-06,1.97E-05,1.70E-05,7.58E-07
699,5.59E-06,1.96E-05,1.69E-05,7.59E-07
700,5.57E-06,1.96E-05,1.69E-05,7.61E-07
701,5.55E-06,1.95E-05,1.68E-05,7.63E-07
702,5.54E-06,1.94E-05,1.68E-05,7.64E-07
703,5.52E-06,1.94E-05,1.67E-05,7.66E-07
704,5.50E-06,1.93E-05,1.67E-05,7.67E-07
705,5.49E-06,1.93E-05,1.66E-05,7.69E-07
706,5.48E-06,1.92E-05,1.65E-05,7.70E-07
707,5.46E-06,1.91E-05,1.65E-05,7.72E-07
708,5.44E-06,1.91E-05,1.64E-05,7.73E-07
709,5.43E-06,1.90E-05,1.64E-05,7.75E-07
710,5.41E-06,1.89E-05,1.63E-05,7.76E-07
711,5.41E-06,1.89E-05,1.63E-05,7.78E-07
712,5.39E-06,1.88E-05,1.62E-05,7.80E-07
713,5.38E-06,1.88E-05,1.62E-05,7.81E-07
714,5.36E-06,1.87E-05,1.61E-05,7.83E-07
715,5.35E-06,1.86E-05,1.61E-05,7.84E-07
716,5.33E-06,1.86E-05,1.60E-05,7.86E-07
717,5.32E-06,1.85E-05,1.60E-05,7.87E-07
718,5.30E-06,1.85E-05,1.59E-05,7.89E-07
719,5.29E-06,1.84E-05,1.59E-05,7.91E-07
720,5.28E-06,1.84E-05,1.58E-05,7.92E-07
721,5.26E-06,1.83E-05,1.58E-05,7.94E-07
722,5.25E-06,1.82E-05,1.57E-05,7.95E-07
723,5.24E-06,1.82E-05,1.57E-05,7.97E-07
724,5.23E-06,1.81E-05,1.57E-05,7.99E-07
725,5.21E-06,1.81E-05,1.56E-05,8.01E-07
726,5.20E-06,1.80E-05,1.56E-05,8.02E-07
727,5.19E-06,1.79E-05,1.55E-05,8.04E-07
728,5.18E-06,1.79E-05,1.55E-05,8.06E-07
729,5.17E-06,1.78E-05,1.55E-05,8.07E-07
730,5.16E-06,1.78E-05,1.54E-05,8.09E-07
731,5.15E-06,1.77E-05,1.54E-05,8.11E-07
732,5.14E-06,1.77E-05,1.53E-05,8.13E-07
733,5.13E-06,1.76E-05,1.53E-05,8.14E-07
734,5.12E-06,1.76E-05,1.53E-05,8.16E-07
735,5.11E-06,1.75E-05,1.52E-05,8.18E-07
736,5.10E-06,1.74E-05,1.52E-05,8.19E-07
737,5.09E-06,1.74E-05,1.51E-05,8.21E-07
738,5.08E-06,1.73E-05,1.51E-05,8.22E-07
739,5.07E-06,1.73E-05,1.51E-05,8.24E-07
740,5.06E-06,1.72E-05,1.50E-05,8.26E-07
741,5.05E-06,1.71E-05,1.50E-05,8.27E-07
742,5.04E-06,1.71E-05,1.50E-05,8.29E-07
743,5.04E-06,1.70E-05,1.49E-05,8.31E-07
744,5.03E-06,1.70E-05,1.49E-05,8.33E-07
745,5.02E-06,1.69E-05,1.48E-05,8.35E-07
746,5.01E-06,1.69E-05,1.48E-05,8.36E-07
747,5.01E-06,1.68E-05,1.48E-05,8.38E-07
748,5.00E-06,1.68E-05,1.47E-05,8.40E-07
749,4.99E-06,1.67E-05,1.47E-05,8.42E-07
750,4.99E-06,1.67E-05,1.47E-05,8.43E-07
751,4.98E-06,1.66E-05,1.46E-05,8.45E-07
752,4.98E-06,1.66E-05,1.46E-05,8.47E-07
753,4.97E-06,1.66E-05,1.46E-05,8.49E-07
754,4.97E-06,1.65E-05,1.45E-05,8.50E-07
755,4.96E-06,1.65E-05,1.45E-05,8.52E-07
756,4.95E-06,1.64E-05,1.45E-05,8.54E-07
757,4.95E-06,1.64E-05,1.45E-05,8.56E-07
758,4.94E-06,1.64E-05,1.44E-05,8.58E-07
759,4.93E-06,1.64E-05,1.44E-05,8.59E-07
760,4.93E-06,1.63E-05,1.44E-05,8.61E-07
761,4.92E-06,1.63E-05,1.44E-05,8.63E-07
762,4.92E-06,1.63E-05,1.43E-05,8.65E-07
763,4.91E-06,1.62E-05,1.43E-05,8.67E-07
764,4.91E-06,1.62E-05,1.43E-05,8.69E-07
765,4.90E-06,1.62E-05,1.43E-05,8.71E-07
766,4.90E-06,1.61E-05,1.43E-05,8.73E-07
767,4.89E-06,1.61E-05,1.42E-05,8.74E-07
768,4.89E-06,1.60E-05,1.42E-05,8.76E-07
769,4.88E-06,1.60E-05,1.42E-05,8.78E-07
770,4.88E-06,1.60E-05,1.41E-05,8.80E-07
771,4.88E-06,1.59E-05,1.41E-05,8.82E-07
772,4.87E-06,1.59E-05,1.41E-05,8.84E-07
773,4.87E-06,1.58E-05,1.40E-05,8.86E-07
774,4.86E-06,1.58E-05,1.40E-05,8.88E-07
775,4.86E-06,1.57E-05,1.39E-05,8.90E-07
776,4.86E-06,1.57E-05,1.39E-05,8.92E-07
777,4.86E-06,1.56E-05,1.38E-05,8.94E-07
778,4.85E-06,1.56E-05,1.38E-05,8.96E-07
779,4.85E-06,1.56E-05,1.38E-05,8.97E-07
780,4.85E-06,1.55E-05,1.37E-05,8.99E-07
781,4.85E-06,1.55E-05,1.37E-05,9.01E-07
782,4.85E-06,1.55E-05,1.36E-05,9.04E-07
783,4.84E-06,1.54E-05,1.36E-05,9.05E-07
784,4.84E-06,1.54E-05,1.36E-05,9.07E-07
785,4.84E-06,1.54E-05,1.35E-05,9.09E-07
786,4.84E-06,1.54E-05,1.35E-05,9.11E-07
787,4.83E-06,1.54E-05,1.35E-05,9.13E-07
788,4.83E-06,1.54E-05,1.34E-05,9.15E-07
789,4.83E-06,1.54E-05,1.34E-05,9.16E-07
790,4.83E-06,1.53E-05,1.34E-05,9.18E-07
791,4.83E-06,1.53E-05,1.33E-05,9.20E-07
792,4.82E-06,1.53E-05,1.33E-05,9.22E-07
793,4.82E-06,1.53E-05,1.33E-05,9.24E-07
794,4.82E-06,1.53E-05,1.33E-05,9.26E-07
795,4.82E-06,1.52E-05,1.33E-05,9.29E-07
796,4.81E-06,1.52E-05,1.32E-05,9.30E-07
797,4.81E-06,1.52E-05,1.32E-05,9.32E-07
798,4.81E-06,1.52E-05,1.32E-05,9.34E-07
799,4.81E-06,1.51E-05,1.32E-05,9.36E-07
800,4.80E-06,1.51E-05,1.31E-05,9.38E-07
801,4.80E-06,1.51E-05,1.31E-05,9.40E-07
802,4.80E-06,1.50E-05,1.31E-05,9.42E-07
803,4.80E-06,1.50E-05,1.30E-05,9.44E-07
804,4.79E-06,1.50E-05,1.30E-05,9.46E-07
805,4.79E-06,1.49E-05,1.30E-05,9.48E-07
806,4.79E-06,1.49E-05,1.29E-05,9.50E-07
807,4.79E-06,1.49E-05,1.29E-05,9.52E-07
808,4.79E-06,1.48E-05,1.29E-05,9.54E-07
809,4.79E-06,1.48E-05,1.29E-05,9.56E-07
810,4.78E-06,1.48E-05,1.28E-05,9.58E-07
811,4.78E-06,1.48E-05,1.28E-05,9.60E-07
812,4.78E-06,1.47E-05,1.28E-05,9.61E-07
813,4.78E-06,1.47E-05,1.28E-05,9.64E-07
814,4.78E-06,1.47E-05,1.28E-05,9.66E-07
815,4.78E-06,1.47E-05,1.27E-05,9.68E-07
816,4.78E-06,1.47E-05,1.27E-05,9.70E-07
817,4.78E-06,1.47E-05,1.27E-05,9.72E-07
818,4.78E-06,1.47E-05,1.27E-05,9.74E-07
819,4.77E-06,1.47E-05,1.27E-05,9.76E-07
820,4.77E-06,1.46E-05,1.27E-05,9.78E-07
821,4.77E-06,1.46E-05,1.27E-05,9.80E-07
822,4.77E-06,1.46E-05,1.26E-05,9.82E-07
823,4.77E-06,1.46E-05,1.26E-05,9.84E-07
824,4.77E-06,1.46E-05,1.26E-05,9.86E-07
825,4.77E-06,1.46E-05,1.26E-05,9.88E-07
826,4.77E-06,1.46E-05,1.26E-05,9.90E-07
827,4.77E-06,1.45E-05,1.26E-05,9.92E-07
828,4.77E-06,1.45E-05,1.25E-05,9.94E-07
829,4.77E-06,1.45E-05,1.25E-05,9.96E-07
830,4.77E-06,1.45E-05,1.25E-05,9.98E-07
831,4.77E-06,1.45E-05,1.25E-05,1.00E-06
832,4.77E-06,1.45E-05,1.25E-05,1.00E-06
833,4.77E-06,1.45E-05,1.24E-05,1.00E-06
834,4.77E-06,1.44E-05,1.24E-05,1.01E-06
835,4.77E-06,1.44E-05,1.24E-05,1.01E-06
836,4.77E-06,1.44E-05,1.24E-05,1.01E-06
837,4.77E-06,1.44E-05,1.24E-05,1.01E-06
838,4.77E-06,1.44E-05,1.24E-05,1.01E-06
839,4.77E-06,1.44E-05,1.24E-05,1.01E-06
840,4.77E-06,1.44E-05,1.23E-05,1.02E-06
841,4.77E-06,1.44E-05,1.23E-05,1.02E-06
842,4.77E-06,1.44E-05,1.23E-05,1.02E-06
843,4.77E-06,1.44E-05,1.23E-05,1.02E-06
844,4.77E-06,1.44E-05,1.23E-05,1.02E-06
845,4.77E-06,1.44E-05,1.23E-05,1.03E-06
846,4.78E-06,1.45E-05,1.24E-05,1.04E-06
847,4.78E-06,1.45E-05,1.24E-05,1.04E-06
848,4.79E-06,1.45E-05,1.24E-05,1.05E-06
849,4.79E-06,1.45E-05,1.24E-05,1.06E-06
850,4.79E-06,1.45E-05,1.24E-05,1.06E-06
851,4.80E-06,1.45E-05,1.25E-05,1.07E-06
852,4.80E-06,1.45E-05,1.25E-05,1.07E-06
853,4.81E-06,1.45E-05,1.25E-05,1.08E-06
854,4.82E-06,1.45E-05,1.25E-05,1.08E-06
855,4.82E-06,1.45E-05,1.25E-05,1.09E-06
856,4.82E-06,1.45E-05,1.25E-05,1.09E-06
857,4.83E-06,1.45E-05,1.25E-05,1.09E-06
858,4.83E-06,1.45E-05,1.25E-05,1.10E-06
859,4.84E-06,1.45E-05,1.25E-05,1.10E-06
860,4.84E-06,1.45E-05,1.25E-05,1.10E-06
861,4.85E-06,1.45E-05,1.25E-05,1.10E-06
862,4.85E-06,1.45E-05,1.25E-05,1.11E-06
863,4.85E-06,1.45E-05,1.25E-05,1.11E-06
864,4.86E-06,1.45E-05,1.25E-05,1.11E-06
865,4.86E-06,1.45E-05,1.25E-05,1.11E-06
866,4.87E-06,1.45E-05,1.25E-05,1.12E-06
867,4.87E-06,1.45E-05,1.25E-05,1.12E-06
868,4.88E-06,1.45E-05,1.25E-05,1.12E-06
869,4.88E-06,1.45E-05,1.25E-05,1.12E-06
870,4.88E-06,1.45E-05,1.25E-05,1.13E-06
871,4.89E-06,1.45E-05,1.25E-05,1.13E-06
872,4.89E-06,1.45E-05,1.25E-05,1.13E-06
873,4.89E-06,1.45E-05,1.25E-05,1.13E-06
874,4.90E-06,1.46E-05,1.25E-05,1.14E-06
875,4.90E-06,1.46E-05,1.25E-05,1.14E-06
876,4.90E-06,1.46E-05,1.25E-05,1.14E-06
877,4.91E-06,1.46E-05,1.25E-05,1.14E-06
878,4.91E-06,1.46E-05,1.25E-05,1.15E-06
879,4.91E-06,1.46E-05,1.25E-05,1.15E-06
880,4.92E-06,1.46E-05,1.25E-05,1.15E-06
881,4.92E-06,1.46E-05,1.25E-05,1.15E-06
882,4.92E-06,1.46E-05,1.25E-05,1.16E-06
883,4.92E-06,1.46E-05,1.25E-05,1.16E-06
884,4.93E-06,1.46E-05,1.25E-05,1.16E-06
885,4.93E-06,1.46E-05,1.25E-05,1.16E-06
886,4.93E-06,1.46E-05,1.25E-05,1.17E-06
887,4.93E-06,1.46E-05,1.25E-05,1.17E-06
888,4.94E-06,1.46E-05,1.25E-05,1.17E-06
889,4.94E-06,1.46E-05,1.25E-05,1.18E-06
890,4.94E-06,1.46E-05,1.25E-05,1.18E-06
891,4.94E-06,1.46E-05,1.25E-05,1.18E-06
892,4.95E-06,1.46E-05,1.25E-05,1.18E-06
893,4.95E-06,1.46E-05,1.25E-05,1.19E-06
894,4.95E-06,1.46E-05,1.25E-05,1.19E-06
895,4.95E-06,1.46E-05,1.25E-05,1.19E-06
896,4.95E-06,1.46E-05,1.25E-05,1.19E-06
897,4.96E-06,1.46E-05,1.25E-05,1.20E-06
898,4.96E-06,1.46E-05,1.25E-05,1.20E-06
899,4.96E-06,1.46E-05,1.25E-05,1.20E-06
900,4.96E-06,1.46E-05,1.25E-05,1.20E-06
901,4.97E-06,1.46E-05,1.25E-05,1.21E-06
902,4.97E-06,1.47E-05,1.25E-05,1.21E-06
903,4.97E-06,1.47E-05,1.25E-05,1.21E-06
904,4.97E-06,1.47E-05,1.25E-05,1.21E-06
905,4.97E-06,1.47E-05,1.25E-05,1.22E-06
906,4.98E-06,1.47E-05,1.25E-05,1.22E-06
907,4.98E-06,1.47E-05,1.25E-05,1.22E-06
908,4.98E-06,1.47E-05,1.25E-05,1.22E-06
909,4.98E-06,1.47E-05,1.25E-05,1.23E-06
910,4.98E-06,1.46E-05,1.25E-05,1.23E-06
911,4.99E-06,1.46E-05,1.25E-05,1.23E-06
912,4.99E-06,1.46E-05,1.25E-05,1.23E-06
913,4.99E-06,1.46E-05,1.24E-05,1.24E-06
914,4.99E-06,1.46E-05,1.24E-05,1.24E-06
915,4.99E-06,1.46E-05,1.24E-05,1.24E-06
916,5.00E-06,1.46E-05,1.24E-05,1.24E-06
917,5.00E-06,1.46E-05,1.24E-05,1.25E-06
918,5.00E-06,1.46E-05,1.24E-05,1.25E-06
919,5.00E-06,1.46E-05,1.24E-05,1.25E-06
920,5.00E-06,1.46E-05,1.24E-05,1.25E-06
921,5.00E-06,1.46E-05,1.24E-05,1.26E-06
922,5.00E-06,1.46E-05,1.24E-05,1.26E-06
923,5.01E-06,1.46E-05,1.24E-05,1.26E-06
924,5.01E-06,1.46E-05,1.24E-05,1.26E-06
925,5.01E-06,1.46E-05,1.24E-05,1.27E-06
926,5.01E-06,1.46E-05,1.24E-05,1.27E-06
927,5.01E-06,1.46E-05,1.24E-05,1.27E-06
928,5.01E-06,1.46E-05,1.24E-05,1.28E-06
929,5.01E-06,1.46E-05,1.24E-05,1.28E-06
930,5.01E-06,1.46E-05,1.24E-05,1.28E-06
931,5.01E-06,1.46E-05,1.24E-05,1.28E-06
932,5.01E-06,1.46E-05,1.24E-05,1.28E-06
933,5.01E-06,1.46E-05,1.23E-05,1.29E-06
934,5.01E-06,1.45E-05,1.23E-05,1.29E-06
935,5.01E-06,1.45E-05,1.23E-05,1.29E-06
936,5.01E-06,1.46E-05,1.23E-05,1.30E-06
937,5.01E-06,1.45E-05,1.23E-05,1.30E-06
938,5.01E-06,1.45E-05,1.23E-05,1.30E-06
939,5.01E-06,1.45E-05,1.23E-05,1.30E-06
940,5.01E-06,1.45E-05,1.23E-05,1.31E-06
941,5.01E-06,1.45E-05,1.22E-05,1.31E-06
942,5.01E-06,1.45E-05,1.22E-05,1.31E-06
943,5.01E-06,1.45E-05,1.22E-05,1.31E-06
944,5.01E-06,1.45E-05,1.22E-05,1.32E-06
945,5.01E-06,1.45E-05,1.22E-05,1.32E-06
946,5.01E-06,1.45E-05,1.22E-05,1.32E-06
947,5.01E-06,1.45E-05,1.22E-05,1.32E-06
948,5.01E-06,1.45E-05,1.22E-05,1.33E-06
949,5.01E-06,1.45E-05,1.22E-05,1.33E-06
950,5.01E-06,1.45E-05,1.22E-05,1.33E-06
951,5.01E-06,1.45E-05,1.21E-05,1.33E-06
952,5.01E-06,1.45E-05,1.21E-05,1.34E-06
953,5.01E-06,1.45E-05,1.21E-05,1.34E-06
954,5.01E-06,1.45E-05,1.21E-05,1.34E-06
955,5.01E-06,1.44E-05,1.21E-05,1.34E-06
956,5.01E-06,1.44E-05,1.21E-05,1.35E-06
957,5.01E-06,1.44E-05,1.21E-05,1.35E-06
958,5.01E-06,1.44E-05,1.21E-05,1.35E-06
959,5.01E-06,1.44E-05,1.21E-05,1.35E-06
960,5.01E-06,1.44E-05,1.20E-05,1.36E-06
961,5.01E-06,1.44E-05,1.20E-05,1.36E-06
962,5.62E-06,1.69E-05,1.39E-05,1.31E-06
963,5.62E-06,1.64E-05,1.37E-05,1.36E-06
964,5.43E-06,1.63E-05,1.34E-05,1.31E-06
965,5.42E-06,1.61E-05,1.33E-05,1.35E-06
966,5.37E-06,1.57E-05,1.30E-05,1.39E-06
967,5.32E-06,1.54E-05,1.28E-05,1.44E-06
968,5.35E-06,1.68E-05,1.37E-05,1.40E-06
969,5.34E-06,1.66E-05,1.36E-05,1.41E-06
970,5.32E-06,1.62E-05,1.33E-05,1.41E-06
971,5.32E-06,1.59E-05,1.34E-05,1.35E-06
972,5.32E-06,1.58E-05,1.32E-05,1.37E-06
973,5.31E-06,1.56E-05,1.30E-05,1.37E-06
974,5.80E-06,1.85E-05,1.58E-05,1.32E-06
975,5.80E-06,1.79E-05,1.56E-05,1.37E-06
976,5.65E-06,1.75E-05,1.51E-05,1.33E-06
977,5.63E-06,1.74E-05,1.49E-05,1.37E-06
978,5.57E-06,1.68E-05,1.45E-05,1.41E-06
979,5.44E-06,1.74E-05,1.59E-05,1.41E-06
980,5.43E-06,1.74E-05,1.59E-05,1.42E-06
981,5.44E-06,1.85E-05,1.58E-05,1.36E-06
982,5.43E-06,1.81E-05,1.56E-05,1.40E-06
983,5.57E-06,1.71E-05,1.65E-05,1.35E-06
984,5.59E-06,1.69E-05,1.65E-05,1.37E-06
985,5.61E-06,1.91E-05,1.82E-05,1.35E-06
986,5.60E-06,1.87E-05,1.80E-05,1.40E-06
987,5.51E-06,1.73E-05,1.71E-05,1.36E-06
988,5.50E-06,1.74E-05,1.68E-05,1.42E-06
989,5.46E-06,1.83E-05,1.70E-05,1.36E-06
990,5.47E-06,1.83E-05,1.70E-05,1.42E-06
991,5.42E-06,1.97E-05,1.86E-05,1.37E-06
992,5.59E-06,1.96E-05,1.91E-05,1.37E-06
993,5.59E-06,1.93E-05,1.87E-05,1.42E-06
994,5.62E-06,1.95E-05,1.82E-05,1.39E-06
995,5.67E-06,2.01E-05,1.95E-05,1.38E-06
996,5.68E-06,1.99E-05,1.93E-05,1.44E-06
997,5.60E-06,2.05E-05,1.97E-05,1.40E-06
998,5.60E-06,2.09E-05,1.99E-05,1.40E-06
999,5.61E-06,2.10E-05,1.97E-05,1.40E-06
1000,5.62E-06,2.12E-05,1.95E-05,1.41E-06
