# y+ ()       
# Time        	patch         	min           	max           	average       
580           	collector_int	1.115783e+01	5.043584e+02	1.802786e+02
580           	collector_ext	5.221010e+00	5.763101e+02	8.248727e+01
580           	diffuser_int	1.146433e+01	4.013568e+02	1.140808e+02
580           	diffuser_ext	1.361879e+01	1.420154e+03	1.177589e+02
590           	nozzle_int	6.034339e-01	1.921790e+02	3.544065e+01
590           	nozzle_ext	6.513584e+00	2.938255e+02	2.050120e+01
590           	collector_int	1.142592e+01	5.046270e+02	1.803316e+02
590           	collector_ext	5.253288e+00	5.762041e+02	8.241256e+01
590           	diffuser_int	1.098292e+01	4.013761e+02	1.140585e+02
590           	diffuser_ext	1.355671e+01	1.419758e+03	1.176929e+02
600           	nozzle_int	6.034339e-01	1.921790e+02	3.543919e+01
600           	nozzle_ext	6.520459e+00	2.939544e+02	2.049716e+01
600           	collector_int	1.160924e+01	5.048871e+02	1.803844e+02
600           	collector_ext	5.297714e+00	5.761138e+02	8.234397e+01
600           	diffuser_int	1.146788e+01	4.013980e+02	1.140429e+02
600           	diffuser_ext	1.345246e+01	1.419373e+03	1.176387e+02
610           	nozzle_int	6.034339e-01	1.921789e+02	3.543812e+01
610           	nozzle_ext	6.526743e+00	2.940745e+02	2.049226e+01
610           	collector_int	1.126177e+01	5.051407e+02	1.804371e+02
610           	collector_ext	5.329988e+00	5.760219e+02	8.227970e+01
610           	diffuser_int	1.096847e+01	4.014251e+02	1.140330e+02
610           	diffuser_ext	1.340371e+01	1.419015e+03	1.175923e+02
620           	nozzle_int	6.034339e-01	1.921789e+02	3.543742e+01
620           	nozzle_ext	6.532502e+00	2.941860e+02	2.048785e+01
620           	collector_int	1.144712e+01	5.053876e+02	1.804889e+02
620           	collector_ext	5.351827e+00	5.759266e+02	8.221848e+01
620           	diffuser_int	1.146474e+01	4.014609e+02	1.140279e+02
620           	diffuser_ext	1.334732e+01	1.418687e+03	1.175498e+02
630           	nozzle_int	6.034339e-01	1.921789e+02	3.543699e+01
630           	nozzle_ext	6.537805e+00	2.942896e+02	2.048273e+01
630           	collector_int	1.162432e+01	5.056263e+02	1.805397e+02
630           	collector_ext	5.385086e+00	5.758203e+02	8.215901e+01
630           	diffuser_int	1.097149e+01	4.015023e+02	1.140267e+02
630           	diffuser_ext	1.324298e+01	1.418378e+03	1.175094e+02
640           	nozzle_int	6.034339e-01	1.921788e+02	3.543674e+01
640           	nozzle_ext	6.542715e+00	2.943853e+02	2.047639e+01
640           	collector_int	1.128554e+01	5.058553e+02	1.805893e+02
640           	collector_ext	5.416490e+00	5.757192e+02	8.210194e+01
640           	diffuser_int	1.146775e+01	4.015443e+02	1.140287e+02
640           	diffuser_ext	1.319010e+01	1.418099e+03	1.174710e+02
650           	nozzle_int	6.034339e-01	1.921788e+02	3.543660e+01
650           	nozzle_ext	6.547283e+00	2.944738e+02	2.047069e+01
650           	collector_int	1.146969e+01	5.060741e+02	1.806376e+02
650           	collector_ext	5.441658e+00	5.756440e+02	8.204468e+01
650           	diffuser_int	1.097472e+01	4.015885e+02	1.140330e+02
650           	diffuser_ext	1.316568e+01	1.417849e+03	1.174351e+02
660           	nozzle_int	6.034339e-01	1.921788e+02	3.543653e+01
660           	nozzle_ext	6.551550e+00	2.945554e+02	2.046449e+01
660           	collector_int	1.164526e+01	5.062834e+02	1.806841e+02
660           	collector_ext	5.457622e+00	5.755772e+02	8.198776e+01
660           	diffuser_int	1.147081e+01	4.016358e+02	1.140392e+02
660           	diffuser_ext	1.315617e+01	1.417622e+03	1.174015e+02
670           	nozzle_int	6.034339e-01	1.921788e+02	3.543647e+01
670           	nozzle_ext	6.555551e+00	2.946304e+02	2.045749e+01
670           	collector_int	1.131151e+01	5.064829e+02	1.807286e+02
670           	collector_ext	5.468683e+00	5.755129e+02	8.193604e+01
670           	diffuser_int	1.097761e+01	4.016855e+02	1.140465e+02
670           	diffuser_ext	1.315999e+01	1.417409e+03	1.173706e+02
680           	nozzle_int	6.034339e-01	1.921788e+02	3.543643e+01
680           	nozzle_ext	6.559310e+00	2.946994e+02	2.045075e+01
