# y+ ()       
# Time        	patch         	min           	max           	average       
190           	collector_ext	3.395881e-02	5.343809e+01	5.581052e+00
190           	diffuser_int	2.942633e+00	1.467422e+02	4.376149e+01
190           	diffuser_ext	6.765695e-03	7.497182e+01	3.485373e+00
200           	nozzle_int	1.801358e+00	4.673910e+02	4.795354e+01
200           	nozzle_ext	7.880488e-04	6.085501e+01	5.491248e-01
200           	collector_int	3.709855e+00	1.504255e+02	7.922783e+01
200           	collector_ext	8.018178e-03	5.436868e+01	5.605485e+00
200           	diffuser_int	2.454666e+00	1.499078e+02	4.350086e+01
200           	diffuser_ext	5.129322e-03	7.540785e+01	3.514031e+00
210           	nozzle_int	1.811892e+00	4.671011e+02	4.796509e+01
210           	nozzle_ext	6.239154e-04	6.114936e+01	5.476979e-01
210           	collector_int	3.868725e+00	1.525414e+02	8.042671e+01
210           	collector_ext	1.835274e-02	5.395094e+01	5.664254e+00
210           	diffuser_int	2.014035e+00	1.495511e+02	4.533064e+01
210           	diffuser_ext	5.282436e-03	7.613683e+01	3.618914e+00
220           	nozzle_int	1.828209e+00	4.668608e+02	4.797757e+01
220           	nozzle_ext	3.646397e-04	6.130389e+01	5.474131e-01
220           	collector_int	4.345024e+00	1.537230e+02	8.076678e+01
220           	collector_ext	4.215543e-02	5.417528e+01	5.802951e+00
220           	diffuser_int	1.951519e+00	1.453771e+02	4.774498e+01
220           	diffuser_ext	6.026426e-03	7.617324e+01	3.587608e+00
230           	nozzle_int	1.848170e+00	4.667855e+02	4.799137e+01
230           	nozzle_ext	3.421011e-04	6.116462e+01	5.479822e-01
230           	collector_int	3.598310e+00	1.544456e+02	8.161386e+01
230           	collector_ext	1.567869e-02	5.478879e+01	5.869386e+00
230           	diffuser_int	1.383857e+00	1.431248e+02	4.874748e+01
230           	diffuser_ext	6.901454e-03	7.669366e+01	3.531742e+00
240           	nozzle_int	1.866772e+00	4.669174e+02	4.800587e+01
240           	nozzle_ext	4.186870e-04	6.094175e+01	5.487768e-01
240           	collector_int	3.625266e+00	1.549621e+02	8.258718e+01
240           	collector_ext	2.476047e-02	5.495147e+01	6.076787e+00
240           	diffuser_int	1.624518e+00	1.416578e+02	4.960540e+01
240           	diffuser_ext	4.107434e-03	7.688459e+01	3.437925e+00
250           	nozzle_int	1.884624e+00	4.672026e+02	4.802212e+01
250           	nozzle_ext	3.149854e-04	6.077893e+01	5.497041e-01
250           	collector_int	4.449612e+00	1.545552e+02	8.307359e+01
250           	collector_ext	4.207786e-02	5.526604e+01	6.046770e+00
250           	diffuser_int	1.769380e+00	1.421663e+02	5.088126e+01
250           	diffuser_ext	1.184941e-02	7.730084e+01	3.392159e+00
260           	nozzle_int	1.901329e+00	4.675661e+02	4.804033e+01
260           	nozzle_ext	8.962142e-04	6.069470e+01	5.504788e-01
260           	collector_int	4.423051e+00	1.541906e+02	8.329689e+01
260           	collector_ext	2.606770e-02	5.540502e+01	5.971115e+00
260           	diffuser_int	2.239202e+00	1.428647e+02	5.204632e+01
260           	diffuser_ext	5.519486e-03	7.770926e+01	3.391307e+00
270           	nozzle_int	1.917081e+00	4.679431e+02	4.805985e+01
270           	nozzle_ext	4.957010e-04	6.065159e+01	5.513583e-01
270           	collector_int	4.960350e+00	1.549324e+02	8.359646e+01
270           	collector_ext	8.963608e-03	5.527786e+01	5.989019e+00
270           	diffuser_int	1.250247e+00	1.421405e+02	5.303916e+01
270           	diffuser_ext	4.776470e-03	7.776404e+01	3.395869e+00
280           	nozzle_int	1.932599e+00	4.682930e+02	4.807951e+01
280           	nozzle_ext	4.452103e-05	6.063537e+01	5.523017e-01
280           	collector_int	5.301381e+00	1.563752e+02	8.391005e+01
280           	collector_ext	1.445475e-02	5.516237e+01	6.036536e+00
280           	diffuser_int	1.877086e+00	1.414845e+02	5.395851e+01
280           	diffuser_ext	2.742172e-03	7.773720e+01	3.417886e+00
290           	nozzle_int	1.948614e+00	4.685924e+02	4.809805e+01
290           	nozzle_ext	5.597680e-04	6.063637e+01	5.535313e-01
290           	collector_int	4.563845e+00	1.574501e+02	8.410864e+01
290           	collector_ext	3.031670e-02	5.509135e+01	6.048331e+00
290           	diffuser_int	1.922623e+00	1.414743e+02	5.479959e+01
290           	diffuser_ext	9.565630e-03	7.775079e+01	3.477719e+00
300           	nozzle_int	1.964877e+00	4.688335e+02	4.811439e+01
300           	nozzle_ext	6.246962e-04	6.065038e+01	5.548663e-01
300           	collector_int	4.796952e+00	1.581624e+02	8.425671e+01
300           	collector_ext	7.469398e-02	5.498066e+01	6.037167e+00
300           	diffuser_int	1.440737e+00	1.418791e+02	5.554087e+01
300           	diffuser_ext	6.310533e-03	7.772213e+01	3.566286e+00
310           	nozzle_int	1.981249e+00	4.690180e+02	4.812805e+01
310           	nozzle_ext	6.677433e-04	6.067176e+01	5.562553e-01
310           	collector_int	5.652100e+00	1.588371e+02	8.441842e+01
310           	collector_ext	3.033705e-02	5.492201e+01	6.039208e+00
310           	diffuser_int	1.934456e+00	1.419921e+02	5.619717e+01
310           	diffuser_ext	4.598282e-03	7.770786e+01	3.624126e+00
320           	nozzle_int	1.997970e+00	4.691508e+02	4.813900e+01
320           	nozzle_ext	9.806256e-04	6.069196e+01	5.577160e-01
320           	collector_int	5.736213e+00	1.595923e+02	8.455732e+01
320           	collector_ext	9.039107e-03	5.494062e+01	6.027328e+00
320           	diffuser_int	2.102970e+00	1.419588e+02	5.675600e+01
320           	diffuser_ext	9.287198e-03	7.774856e+01	3.675594e+00
330           	nozzle_int	2.015080e+00	4.692412e+02	4.814769e+01
330           	nozzle_ext	4.709373e-04	6.070607e+01	5.591483e-01
330           	collector_int	5.665133e+00	1.602566e+02	8.465917e+01
330           	collector_ext	3.284717e-02	5.494127e+01	6.017632e+00
330           	diffuser_int	2.202863e+00	1.419505e+02	5.724792e+01
330           	diffuser_ext	4.568084e-03	7.779070e+01	3.715487e+00
340           	nozzle_int	2.032626e+00	4.692985e+02	4.815446e+01
340           	nozzle_ext	6.042851e-04	6.069889e+01	5.605046e-01
340           	collector_int	5.983433e+00	1.607284e+02	8.474682e+01
340           	collector_ext	2.954308e-02	5.491412e+01	6.015356e+00
340           	diffuser_int	1.528440e+00	1.418664e+02	5.767308e+01
340           	diffuser_ext	4.047685e-03	7.779287e+01	3.737072e+00
350           	nozzle_int	2.050377e+00	4.693329e+02	4.815972e+01
350           	nozzle_ext	2.586957e-04	6.074404e+01	5.617280e-01
350           	collector_int	6.425640e+00	1.611389e+02	8.483699e+01
350           	collector_ext	6.369968e-02	5.490409e+01	6.011751e+00
350           	diffuser_int	1.146203e+00	1.416553e+02	5.802474e+01
350           	diffuser_ext	1.412211e-02	7.778005e+01	3.749650e+00
360           	nozzle_int	2.068431e+00	4.693522e+02	4.816377e+01
360           	nozzle_ext	7.943954e-04	6.076293e+01	5.629300e-01
360           	collector_int	6.576454e+00	1.615714e+02	8.492623e+01
360           	collector_ext	1.998158e-02	5.490837e+01	6.014114e+00
360           	diffuser_int	5.472301e-01	1.414552e+02	5.831276e+01
360           	diffuser_ext	2.343545e-02	7.778333e+01	3.763297e+00
370           	nozzle_int	2.086509e+00	4.693619e+02	4.816682e+01
370           	nozzle_ext	7.443313e-04	6.078982e+01	5.640811e-01
370           	collector_int	6.668007e+00	1.620116e+02	8.500742e+01
370           	collector_ext	3.762912e-03	5.490308e+01	6.021675e+00
370           	diffuser_int	1.499982e+00	1.413297e+02	5.855285e+01
370           	diffuser_ext	7.340950e-03	7.779554e+01	3.789859e+00
380           	nozzle_int	2.104428e+00	4.693667e+02	4.816916e+01
380           	nozzle_ext	4.247306e-04	6.079979e+01	5.650572e-01
380           	collector_int	6.743512e+00	1.624163e+02	8.508322e+01
380           	collector_ext	4.220352e-02	5.488427e+01	6.027254e+00
380           	diffuser_int	1.975236e+00	1.412302e+02	5.875988e+01
380           	diffuser_ext	1.692351e-02	7.780507e+01	3.810518e+00
390           	nozzle_int	2.122511e+00	4.693683e+02	4.817085e+01
390           	nozzle_ext	2.329285e-04	6.081431e+01	5.659876e-01
390           	collector_int	6.809466e+00	1.627560e+02	8.515758e+01
390           	collector_ext	6.099632e-03	5.486518e+01	6.024275e+00
390           	diffuser_int	1.971439e+00	1.411027e+02	5.894532e+01
390           	diffuser_ext	7.390044e-03	7.781549e+01	3.812849e+00
400           	nozzle_int	2.140724e+00	4.693687e+02	4.817206e+01
400           	nozzle_ext	5.618402e-04	6.083638e+01	5.669425e-01
400           	collector_int	6.871405e+00	1.630759e+02	8.523098e+01
400           	collector_ext	5.797490e-02	5.485247e+01	6.014959e+00
400           	diffuser_int	1.935266e+00	1.409479e+02	5.911501e+01
400           	diffuser_ext	4.683169e-03	7.783335e+01	3.809785e+00
410           	nozzle_int	2.159485e+00	4.693687e+02	4.817291e+01
410           	nozzle_ext	7.226501e-04	6.084475e+01	5.679635e-01
410           	collector_int	6.936162e+00	1.633678e+02	8.530110e+01
410           	collector_ext	2.382617e-02	5.484406e+01	6.005648e+00
410           	diffuser_int	1.670912e+00	1.407958e+02	5.927200e+01
410           	diffuser_ext	2.651465e-03	7.785616e+01	3.805386e+00
